Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Get MAD with Mad Hildebrandt,Get MAD with Mad Hildebrandt,≤100,1
National Save The Sea Turtle Foundation,These ads ran without a disclaimer,≤100,1
YWCA Southern Arizona,These ads ran without a disclaimer,≤100,1
Parliament 2050,Parliament 2050,≤100,2
The Ripp Report,Francis Paul Ripp,≤100,3
Anabaptist Mennonite Biblical Seminary,Anabaptist Mennonite Biblical Seminary,≤100,1
Rhode Islanders for Reform,Rhode Islanders for Reform,≤100,2
Liberty Verses Politics,Liberty Verses Politics,≤100,1
"Thomas Jefferson Unitarian Church/Louisville, KY",Thomas Jefferson Unitarian Church,≤100,4
Panda Perfection,These ads ran without a disclaimer,≤100,1
Dear Donald,Michael VIncitorio,≤100,1
Generation West Virginia,Generation West Virginia,≤100,2
Rep. Shannon Roers Jones,Roers Jones for ND,≤100,1
Start With One Kenya,These ads ran without a disclaimer,≤100,1
Kentucky National Organization for Women,Kentucky National Organization for Women,≤100,1
Progressive Power,"USA Unify Media Inc, a California Nonprofit Corporation for the Public Good",≤100,1
Executive Warren C. Evans,Wayne County,≤100,2
Wyoming Wildlife Federation,Wyoming Wildlife Federation,≤100,1
Grow Laredo,Proudly sponsored by Grow Laredo #GROWYOURSELF,≤100,1
Rafael Tatito Hernandez,Rafael Tatito Hernandez,≤100,1
Church of the Open Door Kennett Square (UMCOD),These ads ran without a disclaimer,≤100,2
Qworks,Qworks Media,≤100,1
The Average Joe,The Average Joe,≤100,1
"Stereo Lok, Inc.",These ads ran without a disclaimer,≤100,6
Cool-Things,These ads ran without a disclaimer,≤100,1
Alums for Campus Fairness,Alums for Campus Fairness,≤100,2
Tres Chiles Mexican Grill,Tres Chiles Mexican Grill,≤100,1
Center for Immigration Studies,the Center for Immigration Studies,≤100,3
Beacon Immigration,These ads ran without a disclaimer,≤100,1
Neighborhood Sun,These ads ran without a disclaimer,≤100,2
Jeremy Purvis for Sheriff of Madison Parish,Patrick Craft,≤100,2
Empower Engine,Empower Engine,≤100,1
Wyoming Outdoor Council,Wyoming Outdoor Council,≤100,1
Sunpro Solar,SunPro Solar,≤100,1
SERVICIO INTERNACIONAL,These ads ran without a disclaimer,≤100,1
Amber Charter School,These ads ran without a disclaimer,≤100,1
Col Rob Maness ret,Iron Liberty Group,≤100,3
Yamhill County Awareness,Yamhill County Awareness,≤100,2
GO Public Schools Oakland Advocates,GO Public Schools Oakland Advocates,≤100,1
American Solidarity Party,American Solidarity Party,≤100,2
Nevada GOP,Nevada Republican Party,≤100,1
Pixel Bakery,Pixel Bakery,≤100,6
RGR Training Center.,These ads ran without a disclaimer,≤100,1
Friendly Neighbors Forum,Public Iinterest Communications Association - PICA,≤100,2
PUSHsatx,These ads ran without a disclaimer,≤100,1
Lobbyists 4 Good,Lobbyists 4 Good,≤100,1
Stop Offshore Drilling in the Atlantic - SODA,"SODA: non-partisan, all-volunteer grassroots group in South Carolina",≤100,1
Adjunct Faculty Association,Howard M. Konicov,≤100,2
Pasco Democratic Party,The Pasco Democratic Party,≤100,2
South Seattle Emerald,South Seattle Emerald,≤100,4
Dauphin County Democratic Committee,Dauphin County Democratic Committee,≤100,1
Local Alliance for Urban and Rural Advancement LAURA PAC,Local Alliance for Urban & Rural Advancement,≤100,1
Noticias Xtra,Noticias Xtra Media,≤100,3
American Rivers,American Rivers,≤100,1
Excellent Thought,Bill Peacock,≤100,1
Arkansas Center for Research in Economics ACRE,Arkansas Center for Research in Economics,≤100,1
Faces of UGM Dallas,These ads ran without a disclaimer,≤100,2
Tony Pigford for Denver City Council At-Large,Tony Pigford for Denver,≤100,2
Ford for Chicago,Friends of Ford for Chicago,≤100,1
Barone for Plano City Council,Barone for Congress Principal Campaign Committee,≤100,2
Kelly Breen,"Vote Kelly Breen 242 Linhart St., Novi, MI 48377",≤100,1
Children's Defense Fund-Texas,Children's Defense Fund-Texas,≤100,2
Conservation Voters for Idaho,Conservation Voters for Idaho,≤100,3
Kentucky Appellate Survey,"O'Brien Whitt Publishing, LLC",≤100,2
Pennsylvania Institute of CPAs - PICPA,Pennsylvania Institute of Certified Public Accountants,≤100,1
Unity Care NW,Unity Care NW,≤100,20
Cantina Cumbancha NYC,These ads ran without a disclaimer,≤100,1
Mike Marland Cartoons,Mike Marland,≤100,1
Friendly Water for the World,Friendly Water for the World,≤100,2
Friends of the Saline River,These ads ran without a disclaimer,≤100,1
The Story Exchange,"The Story Exchange, a nonprofit independent news organization that covers female leadership and entrepreneurship. We are nonpartisan and subscribe to the highest journalistic standards. We do not endorse political candidates or positions.",≤100,1
Broward For Progress,Broward for Progress,≤100,2
Covenant Tabernacle World Outreach Center,Covenant Tabernacle World Outreach Center,≤100,2
MalamaDoe Co-Working Community for Women,These ads ran without a disclaimer,≤100,1
Best Care Tax & Insurance,Best Care Tax & Insurance,≤100,2
Common Sense Civics and Citizenship,"Candace Donnelly, Common Sense Civics and Citizenship",≤100,3
Lauren Faber,Lauren Faber Comedy,≤100,4
ChangeRoots,ChangeRoots,≤100,1
Bristol Republican Town Committee,"Bristol Republican Town Committee, Jon FitzGerald Treasurer",≤100,1
Eco Conscious Clothing,"Word Brokers, LLC",≤100,3
LittleSis,Public Accountability Initiative,≤100,3
Supervisor Doug Weimer,The Friends of Doug Weimer Committee,≤100,1
3Strands Global,These ads ran without a disclaimer,≤100,1
Hope for Ghana,Chris Sammarone,≤100,2
Geneva Believer,Geneva Believer,≤100,3
"Jim Bowlin, Mayor of Wildwood",Jim Bowlin,≤100,1
Eric Swalwell,"Paid For By Swalwell For Congress - P.O. Box 2847 Dublin, CA 94568",≤100,2
Mojave National Preserve Conservancy,Mojave National Preserve Conservancy,≤100,2
Allen Skillicorn for IL State Representative,Taxpayers for Skillicorn,≤100,3
Commissioner Vincent Morales,"Vincent Morales Campaign Doris Gurecky, Treasurer",≤100,4
VEAP,These ads ran without a disclaimer,≤100,1
Kentucky Waterways Alliance,"Kentucky Waterways Alliance Inc. to protect, restore, and celebrate the waterways of the great Commonwealth of Kentucky",≤100,1
Search Las Vegas Area Home Listings,These ads ran without a disclaimer,≤100,2
Bah,Iman-Utopia Layjou Bah,≤100,3
Galvanize America,Galvanize America,≤100,2
Robin Kniech for Denver Council At-Large,Kniech for Council At-Large,≤100,2
Jason Wicklander,These ads ran without a disclaimer,≤100,1
Well Made Tease,Amena White,≤100,1
RRA - Riverside Republican Assembly,Riverside Republican Assembly,≤100,2
Louisiana Local News,These ads ran without a disclaimer,≤100,12
Fellowship Square-Mesa,Fellowship Square-Mesa. Saying thank you is not intended to be Politial it is intended to be civil. Saying thank is not an endorsement of any political party. This post is not paid for by any political party it is paid for by Fellowship Square-Mesa.,≤100,2
Dearborn Heights 48125 East,Suzanne M. Todd for Dearborn Heights 48125 East,≤100,3
Tahoe Fund,Commonwise,≤100,11
The Burkean Conservative,The Burkean Conservative,≤100,2
Paramount Communications,Paramount Communications,≤100,1
Freedom of The Memes,Freedom Of The Memes,≤100,1
Angel Wings of SW Florida,"Angel Wings of SW Florida, Inc.",≤100,1
Colstrip United,Colstrip United,≤100,1
Heart Surgery Kit for Kids,These ads ran without a disclaimer,≤100,2
Sustainified,These ads ran without a disclaimer,≤100,7
Alderman George A. Cardenas,Friends of George Cardenas Political Committee,≤100,2
Connect Vets,Connect Vets Non-Profit Corporation,≤100,1
Secular Student Alliance,The Secular Student Alliance,≤100,2
Old Astoria Neighborhood Association,Old Astoria Neighborhood Association Inc,≤100,2
Cards Against Republicans,Cards Against Republicans,≤100,2
Virginia Work Credit,Virginia Work Credit,≤100,1
Montclair Proud,Carolyn Raft,≤100,2
Beef Checkoff,Cattleman's Beef Board,≤100,1
Follow the Facts,Follow the Facts,≤100,2
Maine Equal Justice,Maine Equal Justice,≤100,2
"Ted W. Allen & Associates, Inc.",These ads ran without a disclaimer,≤100,1
Doing the Dirty Dishes,These ads ran without a disclaimer,≤100,3
The Meeting Place Church of Greater Columbia,The Meeting Place Church of Greater Columbia as a community announcement. The details of such are solely for informational purposes.,≤100,1
Steve Henderson for Mayor,Committee to Elect Steve Henderson,≤100,2
Child-Friendly Faith Project,The Child-Friendly Faith Project,≤100,1
Plan B to Save Wolves,Plan B to Save Wolves,≤100,1
Ramon Alexander,RamonAlexanderStateRepresentativeHouseDistrict8,≤100,1
Vermont Law School,These ads ran without a disclaimer,≤100,1
Rockaway Youth Task Force,Rockaway Youth Task Force,≤100,1
"Association of California Cities, Orange County",Association of California Cities-Orange County,≤100,1
SouthPark Mall,Starwood Retail Partners,≤100,1
The Smokers Club,These ads ran without a disclaimer,≤100,1
Kitsap Humane Society,These ads ran without a disclaimer,≤100,1
In Defense of Christians- IDC,In Defense of Christians,≤100,1
"Brent Lewis, NMLS# 991936 - Movement Mortgage",Brent Lewis,≤100,1
Reclaim The American Dream,reclaimtheamericandream,≤100,2
PA State Rep. Aaron Bernstine,Pennsylvania House Republican Caucus,≤100,1
Concerned Citizens Of America,Concerned Citizens Of America,≤100,2
rebel Financial,rebel Financial LLC,≤100,1
Community Refugee and Immigration Services (CRIS),Community Refugee & Immigration Services (CRIS),≤100,1
88Nine Radio Milwaukee,88Nine Radio Milwaukee,≤100,1
DrChores,These ads ran without a disclaimer,≤100,1
MAGA Santa Hat,These ads ran without a disclaimer,≤100,1
Southwest Solutions,Southwest Solutions,≤100,2
Farmer's Footprint,Farmer's Footprint,≤100,2
Cincinnati Men's Chorus,Cincinnati Men's Chorus,≤100,1
Women's March San Luis Obispo,Women's March SLO,≤100,1
The Bell Action Network,The Bell Action Network,≤100,1
Hobart Republicans,Hobart Republican Party,≤100,1
whenwelove.org,These ads ran without a disclaimer,≤100,1
Steel City Stonewall Democrats,Steel City Stonewall Democrats,≤100,1
MstSage Entertainment,MstSage Entertainment,≤100,1
Joe Khan,Joe Khan,≤100,1
Latino Union of Chicago,Latino Union of Chicago,≤100,4
Williamson County Republican Party,Williamson County GOP,≤100,1
Jonathan Singer for House District 11,Joanthan Singer for HD 11,≤100,1
NC Child: the Voice for North Carolina's Children,NC Child,≤100,2
Deborah King,Deborah King Center,≤100,1
Liyah Babayan The People First,Babayan,≤100,1
Asian & Pacific Islander American Health Forum (APIAHF),Asian & Pacific Islander American Health Forum,≤100,1
American Reef Coalition,These ads ran without a disclaimer,≤100,2
Vote Don Redman,and approved by Don Redman Republican for City Council At Large Group 4,≤100,2
Pittsburgh Action Against Rape (PAAR),Pittsburgh Action Against Rape (PAAR),≤100,6
NJ Business & Industry Association (NJBIA),the New Jersey Business & Industry Association,≤100,1
Hairline Designs,These ads ran without a disclaimer,≤100,1
Media Mobilizing Project,Media Mobilizing Project,≤100,1
Blood:Water,These ads ran without a disclaimer,≤100,1
A Moment of Hope,A Moment of Hope,≤100,1
United Latinx Fund,United Latinx Fund,≤100,1
Douglas Law Firm,"Douglas & Hedstrom, P.A.",≤100,1
Henry Neumann Zayas,Comité Amigos de Henry Neumann,≤100,2
Chixseagrille,South End Trifecta,≤100,2
Wear Your Twuth,Wear Your Twuth,≤100,1
International Campaign for Tibet,the International Campaign for Tibet,≤100,2
Preterm Cleveland Ohio,"Preterm Cleveland, Inc",≤100,1
Councilman Derek Green,The Green Fund,≤100,2
Fair Property Taxes for All New Jersey,"Citizens for Accountable Taxation, Inc. - A 501c3 Nonprofit Organization (Fair Property Taxes for All New Jersey)",≤100,1
"Friends, Peace, and Sanctuary","Friends, Peace & Sanctuary",≤100,2
Heather Mumma - Effingham County Board,Citizens for Heather Mumma,≤100,2
Colion Noir,Colion Noir,≤100,1
My Turf Tees,Kathy,≤100,1
Crashing the System Podcast,John Beacham,≤100,1
Southern Appalachian Highlands Conservancy,Southern Appalachian Highlands Conservancy,≤100,1
Conversations with Bill Kristol,The Foundation for Constitutional Government,≤100,1
United Way of Central Iowa,United Way of Central Iowa,≤100,2
"Still Serving Apparel, LLC","Still Serving Apparel, LLC",≤100,3
Brentwood News L.A.,Mirror Media Group,≤100,1
Mindful by Sodexo,These ads ran without a disclaimer,≤100,1
Sig Hutchinson For Wake,Citizens for Sig Hutchinson,≤100,2
Elect Judge Mike Misiaszek,Committee to Elect Mike Misiaszek,≤100,4
Georgia Right to Life,Georgia Right to Life,≤100,3
Proviso Together,"Citizens for Kelly, Wagner and Medina",≤100,2
SUJO Home,Odeon Media Inc.,≤100,3
Susquehannock Wildlife Society,"Susquehannock Wildlife Society, Inc.",≤100,1
PoliticallyShort.com,Politically Short,≤100,1
Attorney James Owen,James Owen,≤100,2
Bob Jablonsky & Associates,Bob Jablonsky and Associates,≤100,5
Renato Mariotti,Renato Mariotti,≤100,2
Yo Venice,Mirror Media Group,≤100,1
Trumped,Christopher Cooper,≤100,13
Teachers Life,These ads ran without a disclaimer,≤100,2
"Afrikan PoetryTheatre, Inc.",These ads ran without a disclaimer,≤100,1
INDIA Aganist Pollution,These ads ran without a disclaimer,≤100,1
Kern Citizens for Energy,Kern Citizens for Energy,≤100,1
Hardin County Republican Party of Ky,Hardin County Republican Party,≤100,1
Rutgers University—Camden,Rutgers University—Camden,≤100,3
K9 Global Rescue,These ads ran without a disclaimer,≤100,1
Reclaim Idaho,Reclaim Idaho,≤100,1
"Tasha Lowery, Draper City Council","Tasha Lowery, Draper City Council",≤100,1
Deep Water Home & Electronics,Deep Water Home & Electronics,≤100,2
Diane.Altomare,These ads ran without a disclaimer,≤100,1
TheTruth,These ads ran without a disclaimer,≤100,2
W.K. Kellogg Foundation,W.K. Kellogg Foundation,≤100,1
Escape Room Herndon,These ads ran without a disclaimer,≤100,1
Ohio Environmental Council Action Fund,"the Ohio Environmental Council Action Fund and not authorized by any candidate, candidates committee, or political party",≤100,3
Mark Young - Genesee County Commissioner,Friends of Mark Young,≤100,1
Harrison County Republican Party,the Harrison County Republican Party,≤100,1
Meyer Seewald,These ads ran without a disclaimer,≤100,1
Jason E Whiting,Jason E Whiting,≤100,1
"James Mumaw, CFP",James Mumaw CFP,≤100,1
The Stone Pony,These ads ran without a disclaimer,≤100,1
Hope Bargain Center Mondovi,These ads ran without a disclaimer,≤100,3
Shannon Mixon,These ads ran without a disclaimer,≤100,1
WILD Foundation,The Wild Foundation,≤100,1
Clergy in Support of the 2nd Amendment,R Vincent Warde,≤100,1
Mayor Laura Hoydick,Mayor Laura Hoydick,≤100,1
Ken Humberston Clackamas County Commissioner Page,Kenneth Humberston,≤100,2
Topix Rewind,These ads ran without a disclaimer,≤100,68
Bernards Township Republican Municipal Committee,The Bernards Township Republican Municipal Committee,≤100,5
Festival Cubano,These ads ran without a disclaimer,≤100,1
MYD | Manhattan Young Democrats,Manhattan Young Democrats,≤100,1
Burke County Sheriff's Office - Georgia,BCSO Transparency Improvement Account,≤100,2
Westside L.A. Today,Mirror Media Group,≤100,1
Black Lives Matter Grand Junction,Black Lives Matter Grand Junction,≤100,1
State Representative Brooks Landgraf,Brooks Landgraf Campaign.,≤100,1
Chris Switzer - Vigo County Council,The Committee to Elect Chris Switzer for Vigo County Council District 2,≤100,1
Mickell Lowery for County Commission District 8,Friends of Mickell Lowery,≤100,1
Green Earth Conservation Lawns,Green Earth Conservation Lawns,≤100,1
Norwalk River Watershed Association,Norwalk River Watershed Association,≤100,3
Our Lives Magazine,Our Lives magazine,≤100,1
Isaiah Knight,Isaiah Knight,≤100,2
Blue Haven Firearms Education & Training,Blue Haven Firearms,≤100,1
Run for Clean Air,Clean Air Council,≤100,1
Country America,Country America,≤100,2
Think Blue Maine,Interlocal Stormwater Working Group,≤100,1
GLSEN Maryland,"GLSEN MD, working towards LGBTQ-inclusive K-12 schools.",≤100,1
The Other Hudson Valley,"Roger Gilson, The Other Hudson Valley",≤100,5
Humboldt Citizens for Clean Energy,Humboldt Citizens for Clean Energy,≤100,1
