Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
"John Motsinger, Jr. for NC State Senate.",The People PAC,150,25
Voices for the Voiceless,Voices for the Voiceless,150,3
The Lost Ogle,The Lost Ogle,150,1
David Barberi For Prosecutor,the Committee to Elect David Barberi,150,1
Jesse Peed for Maryland Senate,"Citizens for Jesse A Peed for Senate, Kathryn J Peed Treasurer",150,3
Progressives For Immigration Reform,Progressives For Immigration Reform,150,4
Gaylin for Judge,"Gaylin Carver for Associate Judge, Dr. George Kistler, Treasurer",150,3
Redeeming Truth Ministry,These ads ran without a disclaimer,150,2
Hennepin County Government,Hennepin County Government,150,1
Greg Pavuk for Walled Lake School Board,The Committee to Elect Greg Pavuk,150,1
Citizens Take Action,Citizens Take Action,150,21
Patrick Corey for Maine State House of Representatives,and authorized by Patrick Corey,150,3
United Moms,United Moms,150,4
Elect Judge Carter 2018,Elect Judge Carter 2018 Candidate Committee,150,1
Rob Stafsholt - Assembly,Taxpayers for Stafsholt,150,2
Colin Wilhelm For Colorado,Colin Wilhelm For Colorado,150,2
Torat Chayim,Torat Chayim,150,1
Eddie Jones For County Commissioner,Eddie Jones for McCracken County Commissioner,150,6
Elect Scott W. Hassell Probate Judge,Committee to Elect Scott Hassell PO Box 2739 Gadsden Al 35903,150,2
Bob Henderson for House,The Republican Party of Iowa,150,1
Tioga County Republican Committee,Tioga County Republican Committee,150,11
Uri L'Tzedek,Uri L'Tzedek,150,1
Mike Bonacolta for Lehigh Acres Muncipal District,"Mike Bonacolta for Lehigh Acres Municipal Services Improvement District, Seat 4.",150,4
Naketa Ross,and Authorized by Ross for Phoenix Union,150,1
Dave Lislegard For MN House 6B,Lislegard for House 6B Committee,150,2
Mike Smith for Mayor of Stuttgart,Mike Smith for Mayor of Stuttgart,150,4
WhyDayna,Citizens to Protect Our Healthcare,150,1
Peter Gary,These ads ran without a disclaimer,150,1
Principles,Christendom College,150,1
Arizona School Choice Works,Arizona School Choice Works,150,2
BAKblade,These ads ran without a disclaimer,150,3
Jesse Schmidt for US Representative,Jesse Schmidt,150,1
Katelyn Dockery for House District 54,FRIENDS OF KATELYN GLEASON-DOCKERY 2018,150,3
Equality Texas,Equality Texas.,150,1
Whole Washington,"Whole Washington PO Box 17500 Seattle, WA 98127",149,1
Donna Cathy for Seneca County Judge,Committee to Elect Donna Cathy Judge,149,13
Jackie Collett for Legislature,Collett for Legislature,149,1
Nebraska Rural Electric Association,Nebraska Rural Electric Association,149,3
Andy Turonie for MN House Seat 53A,Andy Turonie for MN State House,149,1
Shanda Harry for Judge,Committee to Elect Shanda Harry Judge - 2018 FPPC#1402199,149,10
Street Child US,These ads ran without a disclaimer,149,1
Jeff Hayward for State House,Hayward for House,149,5
Real Florida Magazine,"Debbie Redmon Goulding, CEO of Real Florida Magazine and The Goulding Agency, LLC",149,7
Humane PA PAC,Humane PA,149,7
Michigan Climate Action Network,Michigan Climate Action Network,149,3
Independent Institute,Independent Institute,149,3
Pawling Republican Committee,Pawling Republican Party,149,3
Beth Moore for GA House 95,"Friends of Beth Moore, LLC",149,10
Restore the Mississippi River Delta,Restore the Mississippi River Delta,149,5
Nick Lecong for Fountain Valley City Council,"Nick Lecong for Fountain Valley City Council, FPPC #1408429",149,2
State Representative Steve Arndt,Friends for Steve Arndt,149,9
Friends of Lillian Ortiz-Self,"Friends of Lillian Ortiz-Self  PO Box 581 Mukilteo, WA 98275",149,2
"Larry Kleeman for State Representative, District 74",Kleeman for State Representative Committee,149,6
Javier for Florida,"Javier Estevez, Democrat for Florida State Representative-District 105",149,3
Deputy Sheriffs' Association of San Diego County,Deputy Sheriffs Association of San Diego County PAC,149,1
Sam Graves for Congress,SAM GRAVES FOR CONGRESS,149,1
State Representative Michael Smith,Committee to Elect Michael Smith,149,3
UP Defense Fund,"the Michigan Democratic State Central Committee, 606 Townsend St. Lansing, MI 48933",149,3
Pope for HD65,"Pope for Montana House District 65, Kelly Pohl, Treasurer, Democrat",149,8
Working for Wall,Working for Wall,149,2
Gloria for LISD,Gloria Gonzales-Dholakia for LISD,149,1
Sierra for District 21 Senate,Sierra Heitkamp for Senate,149,6
Tom Burroughs for State Rep,"Tom Burroughs Campaign; Donald T. Taylor, Treasurer",149,1
Charlene Fite State Representative,Fite for State Representative,149,3
Do Good Institute,Do Good Institute,149,3
Michelle Davis-Younger for City Council,Friends of Michelle Davis-Younger,149,1
Vote James Erb,"Vote James Erb (D), P.O. Box 1482, Bellingham, WA 98227.",149,4
Terrebonne Parish President Gordon Dove,Gordon Dove,149,3
Doyle Heffley,Friends of Doyle Heffley,149,2
Commissioner Lynette Howard,Lynette Howard,149,20
Friends of Julie Hummer,"Friends of Julie Hummer, Lisa Bonanno Treasurer",149,9
Alpa Patel for School Board,Committee to Elect Alpa Patel,149,3
Boone County IL Democrats,the BCDCC of Illinois,149,4
Chakisse Newton for Council,Newton for Council,149,5
Laura Bush,"Laura Bush for the 56th, Hayden Schwarm Treasurer. Approved by Laura Bush.",149,3
Grant Hodges,Hodges for State House,149,3
Representative Ernest Bailes,Ernest Bailes for Texas,148,2
Chris Guy,Friends of Chris Guy,148,7
Steve Snell for PA House - 94th,Steve Snell for PA House Committee,148,3
Seniors Speak NE,Nebraska Health Care Association and LeadingAge Nebraska,148,2
NewsON,These ads ran without a disclaimer,148,1
Joanne Powell for Worcester County Clerk of Courts,The Committee to elect Joanne Powell,148,5
"Stephanie Morrell for Associate Judge, Division 11","Morrell for Judge, Chad Caraker, Treasurer",148,3
The Trey Blocker Show,The Trey Blocker Show,148,1
Lionel Largaespada for Benicia City Council,Lionel for Benicia City Council,148,6
Steve Berch for Idaho,"the Committee to Elect Steve Berch, Susan Eastlake, Treasurer",148,10
Scott Anslum For Sheriff,Scott Anslum Campaign Fund,148,1
Lumberton Republicans,Friends of Mike Mansdoerfer & Jim Conway,148,2
Evva Anderson School Board District 7,"Evva Anderson School Board, District 7",148,15
Georgia Life Alliance,Georgia Life Alliance Committee,148,4
King Donald Khrump / A Parallel Universe,Brian Hill,148,2
Gerry Serrano,Serrano for city council 2018 #1408438,148,5
Freeholder Assad Akhter,Friends of Assad Akhter,148,9
"Andy Szekely for State Representative, 53rd District",Friends of Andy Szekely,148,4
Committee to Elect Stuart Black Isabella County Probate Judge,"Committee to Elect Stuart Black; PO Box 981, Mt. Pleasant, MI   48804",148,3
Lynne McClintock & Cullen McAuliffe for Hunterdon County Freeholder,Lynne McClintock & Cullen McAuliffe for Hunterdon County Freeholder,148,4
"Susan Rodriguez McDowell for County Commission, District 6",Committee to Elect Susan McDowell,148,1
Mark West for Governor of Arkansas 2018,Committee To Elect Mark West,148,3
Independents for ONE Roseland,"The Committee to Elect LaBianca, Shearn and Cassidy for Mayor and Council",147,12
Marie Lakin for Ventura City Council District 5,Lakin for Ventura City Council District 5 2018,147,3
The Theatre at Grand Prairie,These ads ran without a disclaimer,147,1
Melissa Moreno for Yolo County Board of Education,Moreno 4 Yolo County Board of Education 2018,147,9
Zak Schwank for Council 2018,Zak Schwank For Council 2018 (ID #1400231),147,2
Matteson & Grana for Sparta BOE,Matteson and Grana for Sparta 14 Carpenter Pl Sparta NJ 07871,147,6
Citizens for Traditional Values,"Citizens for Traditional Values, PO Box 80925, Lansing, MI 48908",147,1
Mike Cunningham for Lakeland Mayor,Friends of Mike Cunningham for Lakeland Mayor,147,4
Keep Aseere on Independence City Council,Citizens of Keep Aseere on Independence City Council,147,4
Intentionally Vicarious,Todd Youngblood,147,3
Berman Auto Group,These ads ran without a disclaimer,147,2
Gary Schwartzenberger,Schwartzenberger4Sheriff & Gary Schwartzenberger,147,4
Alaska Votes,Alaska Votes,147,7
Doug Scheffel for Wayne Township Constable,and Approved by Doug Scheffel for Constable. LaRessa Scheffel Treasurer,147,4
Michael C. Paige,the Committee to Elect Michael C. Paige.,147,5
Impact Dog Crates,Michael Bailey,147,2
Teton County Idaho Democrats,Teton County Democratic Party,147,8
Hebrew News,Hebrew News,147,8
Coach DAVE Barlavi for Saugus Board Nov. 6,David Barlavi for Saugus School Board 2018,147,6
American Heart Association - Alabama,American Heart Association,147,3
Michael Griffie for Detroit Charter Revision Commission,Friends of Michael Griffie for Charter Commission,147,1
Asele Mack for Justice of the Peace,Asele Mack Campaign,147,8
Kelli Sobonya for Cabell County Commission,by Team Sobonya for Cabell Commission,147,2
"Elect Diane Simpson for Coral Springs Commission, Seat 2","Diane Gonzalez Simpson, non-partisan, for Coral Springs City Commission",147,8
Doris Matsui,Matsui for Congress.  Approved by Doris Matsui.,147,2
Dorothy Beattie for Santa Rosa City Council District 4,Beattie for City Council 2018 -- FPPC I.D. #1408647,147,1
Nick Deminski for State Representative,Friends of Deminski,147,3
Drinking Liberally Lexington,J. Adams - Liberal Progressive American Citizen,147,5
Re-Elect Tedd C. Nesbit,Elect Tedd Nesbit,147,3
Vineeta Lower for State Representative,Friends of Vineeta Lower,146,11
Dan Ankeles for Brunswick Town Council,Dan Ankeles for Brunswick Town Council,146,2
Transparency in Education for Westwood Regional School District,Friends of Transparency in Education,146,4
Texas Association of School Boards,Texas Association of School Boards,146,2
Deanne Mazzochi for Illinois,"Citizens for Mazzochi. A copy of our report filed with the State Board of Elections is (or will be) available on the Board’s official website www.elections.il.gov or for purchase from the State Board of Elections, Springfield, IL.",146,10
Mathylde Frontus For NYS Assembly,Friends of Mathylde Frontus,146,2
Steve Carra for County Commissioner,Committee to Elect Steve Carra,146,6
93.1 JACK FM,Entercom Communications,146,1
Elect Hof,"Friends of Dennis Hof | 2711 E. Highway 95, Amargosa Valley, NV",146,4
Seth Lewis For State Senate,Citizens for Seth Lewis,146,1
Representative Barbara Ehardt,Committee to Elect Barbara Ehardt,146,6
Antonio M. Garcia for State Assembly,Antonio Morfin Garcia for state assembly,146,5
Elect Caren Ray for Mayor,Caren Ray for Mayor 2018 - FPPC#1406391,146,6
Waxman for WV house,Waxman for WV House,146,4
Back The Canyon ISD Bond,"Canyon ISD Cares FOR Kids, Stuart Sutton - Treasurer",146,5
Vote for Madhavi,Committee to Elect Madhavi Venkatesan,146,8
"Orlando Fuentes, Cosumnes CSD Director",Fuentes for City Council 2018 ID# 1401956,146,4
CWS,Church World Service,146,3
The Skills Foundation of Mississippi,"The Skills Foundation of Mississippi, Inc.",146,1
Quorum,"Quorum Analytics, Inc.",146,19
Deserae Morin for Vermont Representative,"Morin 4 Vermont : 193 Shannon Rd. Colchester, VT 05446",146,3
Vote Yes for Judge Corey,The Committee for the Retention of Michael Corey,146,3
Latino Democratic Club of Montgomery County,Montgomery County Democratic Club,146,1
Trumpreelection,Trump Re-Election,146,5
Cindy4WOCouncil,Cindy Matute-Brown for West Orange Town Coucil,146,1
Fauzia4Corona-District4,Fauzia Rizvi for Corona City Council 2018,146,10
Drew Landry for State Representative - District 83,Landry for West Texas,146,1
Kelly Armstrong,Armstrong for Congress.,146,2
Allison Russo for Ohio,by Citizens to Elect Allison Russo.,146,2
Neil Rafferty,"Committee to Elect Neil Rafferty P.O. Box 321579 Birmingham, Alabama 35232",146,14
Henry Martin for Congress,Henry Martin for Congress,146,1
VT State Senator Chris Pearson,"Pearson for Senate, 12 Brookes Avenue, Burlington VT 05401",146,5
L.A. Cash for College,These ads ran without a disclaimer,146,1
Julia Stewart for RTD District C,Committee to Elect Julia Stewart,146,2
American Heart Association - Louisiana,American Heart Association,145,4
Re-Elect Christie Carpino,"Carpino 2018, Karen Spotts, Treasurer. Approved by Christie Carpino.",145,4
Kristine Kraus for Seminole School Board 1,Kristine Kraus for Seminole School Board 1,145,9
State Representative Tom Phillips,"Tom Phillips for Kansas House, Richard Hayter, Treasurer",145,4
Josanne DiConzo Dolloff,Josanne Dolloff for State House. 604 Prospect Ave Rumford Me 04276,145,2
805 Gun Owners,805 Gun Owners,145,6
Michigan Clean Water Action,Clean Water Action,145,6
Kali Fox Miller,Campaign Committee to Elect Kali Fox Miller,145,5
Viviana Janer for Osceola,"Viviana Janer, Democrat, for Osceola County Commission, Dist. 2",145,13
Institute for Southern Studies,Institute for Southern Studies,145,6
Climate Facts,The Years Project,145,9
We Stand For Energy,Edison Electric Institute,145,2
Erin Healy for District 14 House,Healy for House,145,7
T.J. Shope,Shope for House 2018,145,6
John L. Jones,John L Jones for House District 30,145,8
Vote Joni Cole for District Court Judge,"Joni Cole District Court Judge Candidate, Tracy Edingfield, Treasurer",145,2
Come Clean Breen,Personal PAC,145,1
Idaho Second Amendment Alliance,Idaho Second Amendment Alliance,145,7
Yes on Home Rule,Yes on Home Rule,145,9
Delegate Steve Westfall,Westfall for West Virginia,145,7
Nick Fountain for State Representative,The Committee to Elect Nick Fountain,145,4
Stop Villa,Citizens for Tonia Khouri,144,2
Better Care for Virginia,Better Care for Virginia,144,1
Charles Kochlacs for Judge,Charles Kochlacs for Judge,144,7
Diana DiZoglio,Committee to Elect Diana DiZoglio,144,5
Senator Justin Chenette,Justin Chenette,144,6
Showboatstickers,These ads ran without a disclaimer,144,11
USA Energy Program,USA Energy Program,144,22
Airplantman,These ads ran without a disclaimer,144,2
Hydrate MN,These ads ran without a disclaimer,144,1
Betsy Anderson for Lamoille County State's Attorney,"Betsy Anderson for State’s Attorney | P.O. Box 182, Stowe, VT 05672",144,15
Tom Nedreberg for State School Board #3,Committee to Elect Tom Nedreberg,144,2
Berkeley Tenants Union,the Berkeley Tenants Union,144,5
"Re-Elect Eric Newman, Bossier Parish School Board, District 9","Eric Newman for Bossier Parish School Board, District 9",144,6
"NeSmith Immigration Attorneys, LLC",NeSmith Immigration Attorneys,144,4
"Elect Katie Mills for Chancery Judge, Place 2",The Committee to Elect Katie Mills,144,3
Dave Brown for Columbia County Sheriff,Dave Brown for Columbia County Sheriff,144,6
Joe Faust for House District 94,"friends of Joe Faust, 20452 Beecher Street, Fairhope AL 36532",144,2
Yes on W National City,"National City Families for Fair Housing, Yes on W, Sponsored by Alliance of Californians for Community Empowerment Action ID#1404108. Committee major funding from ACLU Foundation of San Diego and Imperial Counties",144,1
Eileen Dordek for Alderman 47th Ward,Friends of Eileen Dordek,144,3
Jeromey Sims,JSims Campaign,144,8
Andrew Nosrati for Turlock,"Nosrati for Turlock City Council, 2018",144,4
Brian Harrington for Laramie City Council Ward 1,Brian Harrington for Laramie City Council,144,5
Robert S Nielsen for Idaho State Senate,"Robert S Nielsen for Senate, Political Treasurer Jade Nielsen",144,5
Better Local Government NOW,Better Local Government NOW Campaign,144,11
Woodford County IL Democratic Party,The Woodford County Democratic Central Committee,144,1
State Rep. Antonio Parkinson,Friends of Antonio Parkinson,144,1
Harry J Houck,Harry J Houck,144,3
Andrea Dalessandro for LD 2 Senate,Dalessandro For Arizona,144,4
Delegate Jason Buckel,Friends of Jason Buckel,144,1
Paradee For State Senate,Committee To Elect Paradee,144,6
Shen Yun,These ads ran without a disclaimer,143,3
Elizabeth O'Connor for Regent,Elizabeth O'Connor for Regent,143,1
Craig Miner Candidate for Senate 30th District,"Craig Miner for Senate, James Rocco Treasurer. Approved by Craig Miner",143,2
Mia Love Defends Donald Trump,U Work 4 Utah,143,2
Bennett Ratliff,Bennett Ratliff - Not Associated with any Candidate or Political Action Committee,143,2
