Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Granite State Libertarians,Granite State Libertarians - not endorsed by any candidate or campaign.,≤100,1
Kitchen Stewardship,These ads ran without a disclaimer,≤100,6
Berkeley Heights Republicans,Berkeley Heights Republicans,≤100,2
Watts for Congress,Watts for Congress,≤100,1
Puerto Rican Women's Council,Puerto Rican Women's Council,≤100,3
Coffee County Republican Party,Coffee County Republican Party,≤100,1
United Way of Asheville and Buncombe County,United Way of Asheville and Buncombe County,≤100,1
KevinMD.com,These ads ran without a disclaimer,≤100,1
ViewLasVegasRealEstate.Com,These ads ran without a disclaimer,≤100,1
Discover Lafayette,These ads ran without a disclaimer,≤100,1
The Louisiana Record,The Record,≤100,2
LifeDaily,These ads ran without a disclaimer,≤100,4
ACLU of Nebraska,ACLU of Nebraska,≤100,2
Ishareatee,Julian DuBois Milam,≤100,3
Samuel Chu,Samuel Chu,≤100,1
Progressive Citizen X/The Matt McNeil Show,Matt McNeil/Progressive Citizen X,≤100,1
Bertling Law Group,Bertling Law Group,≤100,3
Special K Glass,These ads ran without a disclaimer,≤100,2
Police Reform Now,Police Reform Now,≤100,2
No Grants Pass Gas Tax,Insite Local Gov Affairs,≤100,2
MO Electric Co-ops,Association of Missouri Electric Cooperatives,≤100,1
"Brandon Arrington, Osceola County Commissioner","Brandon Arrington, Democrat, Osceola County Commission District 3",≤100,2
Ferndale Area District Library,Ferndale Area District Library,≤100,3
Gary M. Collins,"Marylanders for Gary Collins, Henry Ciezkowski, Treasurer.",≤100,2
Partners in Healthcare,Partners in HealthCare of Virginia,≤100,1
Platte Institute,Platte Institute,≤100,2
Ohio's Electric Cooperatives,Ohio's Electric Cooperatives,≤100,1
Dan Ankeles for Brunswick Town Council,Dan Ankeles for Brunswick Town Council,≤100,1
Okaloosa County Supervisor of Elections,Okaloosa County Supervisor of Elections,≤100,1
Mayor Byron W. Brown,Brown for Buffalo,≤100,2
Emily Best for PA Senate,Committee to Elect Emily Best,≤100,1
Lisa Calderón for Denver Mayor,Lisa Calderon for Denver Mayor,≤100,2
Omnizona,These ads ran without a disclaimer,≤100,3
Annmarie Jensen for Colorado,Jensen for Colorado,≤100,2
Amanda Yu Dieterich,Amanda for 35,≤100,3
League of Women Voters of Greater Lafayette,League of Women Voters of Greater Lafayette,≤100,1
A Better Cambridge,A Better Cambridge,≤100,1
Descriminalización.org,Pedro Colón Almenas,≤100,1
Peckham Architecture,Peckham Architecture,≤100,2
University of Minnesota,These ads ran without a disclaimer,≤100,1
Concerned Citizens Of America,Concerned Citizens Of America,≤100,2
Cassey For Lincoln City Council,Cassey for Council,≤100,2
"Larry Sharpe, Libertarian",Larry Sharpe for Governor,≤100,1
Southwest PA Says NO MORE,Southwest PA Says NO MORE,≤100,1
Cameron Smith,Cameron Smith,≤100,1
Michael Cabonargi,Friends of Cabonargi,≤100,1
Re:Things,These ads ran without a disclaimer,≤100,2
Raj Shukla for Mayor,Raj Shukla for Mayor,≤100,2
Pure at Birth,These ads ran without a disclaimer,≤100,1
Altus Foundation,Anil Motwani,≤100,1
Hawaiian Airlines,These ads ran without a disclaimer,≤100,1
Lev and Jules Break the Rules,Lev Polyakov,≤100,2
Wake Up Atlanta,"Wake Up, Atlanta",≤100,1
Tennessee Valley Libertarian Party,Libertarian Party of Tennessee Valley,≤100,1
UJA-Federation of New York,These ads ran without a disclaimer,≤100,4
National Popular Vote dot com,"John Paladin and Attorney Paladin, Los Angeles, California. Supporter of National Popular Vote, Every Vote Equal, End Citizens United, Move To Amend, Term Limits and The Federal Accountability Amendment.",≤100,2
Stop CPS From Legally Kidnapping Children,"Family Preservation Foundation, Inc.",≤100,1
Concord City Councilmember Tim McGallian,Tim McGallian for Concord City Council,≤100,1
"Hence, The Future Podcast",Noble Growth,≤100,2
Wes Hart,Wes Hart,≤100,1
Jeff Anderson & Associates,Jeff Anderson & Associates,≤100,1
Wender and Roberts Pharmacy,Wender & Roberts Pharmacy,≤100,1
Battle Born Progress,Battle Born Progress,≤100,1
Colorado Rural Electric Association,Colorado Rural Electric Association,≤100,1
Indiana Lawyer,Indiana Lawyer,≤100,2
Sustainable Conservation,Sustainable Conservation,≤100,1
Simple Health,These ads ran without a disclaimer,≤100,2
Jamie Giellis for Mayor,Jamie for Denver,≤100,2
Julius Alsandor for Mayor of Opelousas,Julius Alsandor for Mayor,≤100,1
Abolish Abortion Virginia,Abolish Abortion Virginia,≤100,5
Public Advocates,Public Advocates Inc.,≤100,1
Roman Roads Media,"Roman Roads Media, LLC",≤100,2
The Bear Flag Revolt,The Bear Flag Revolt,≤100,1
BigBridge,Big Bridge,≤100,2
Montana Wilderness Association,Montana Wilderness Association,≤100,2
T'ruah,T'ruah: The Rabbinic Call for Human Rights,≤100,3
Friends & Neighbors,FRIENDS  & NEIGHBORS OF MARTIN COUNTY,≤100,2
League of Women Voters Irving,League of Women Voters Irving,≤100,2
Disability Rights Tennessee,Disability Rights Tennessee,≤100,1
Bustle,These ads ran without a disclaimer,≤100,3
MAGA Poker,The Great American Playing Card Co.,≤100,1
Persistiny,Persistiny,≤100,3
Internet Freedom for McHenry County,Internet Freedom for McHenry County,≤100,3
Know Your Deplorables,A Patriotic LLC,≤100,1
Foundation for Puerto Rico,These ads ran without a disclaimer,≤100,1
Rep. Dan Frankel,PA House Democratic Caucus,≤100,1
Book Trust,These ads ran without a disclaimer,≤100,1
"Anna Maria Island, FL Vacations",AMI FL Vacations/Germer.,≤100,1
Geneva Believer,Geneva Believer,≤100,2
DC Statesman,DC Statesman,≤100,9
Tre'Von Cooper for Council,Tre'Von Cooper for Council Campaign,≤100,1
UTAH WOMEN UNITE,Utah Women Unite,≤100,2
Northeast Iowa Food Bank,Northeast Iowa Food Bank,≤100,1
Q-Movement,Q Movement,≤100,4
Farmers Branch City Hall,City of Farmers Branch,≤100,1
Furious Spoon,These ads ran without a disclaimer,≤100,2
Rob Risinger For Clarksville City Council,ROB RISINGER,≤100,1
Tony Pigford for Denver City Council At-Large,Tony Pigford for Denver,≤100,2
Representative John H. Wills,John H. Wills,≤100,2
Shareable,Shareable,≤100,1
Dying In Indian Country,Author Elizabeth Morris,≤100,4
Santa Barbara Channelkeeper,Santa Barbara Channelkeeper,≤100,1
The African Middle Eastern Leadership Project - AMEL,The African Middle Eastern Leadership Project,≤100,1
MORE - Michelle O'Shell Real Estate / Keller Williams Realty,Michelle O'Shell,≤100,1
Push Digital Inc,Push Digital,≤100,3
Reload Freedom,Reload Freedom,≤100,2
CultureMap Austin,CultureMap Austin,≤100,1
Commissioner Chris Hanks,Christopher Hanks,≤100,2
Christopher Rufo for Seattle City Council,Rufo for City Council,≤100,1
Downtown Boston Residents' Association,Downtown Boston Residents' Association,≤100,1
Stretch The Truth,Stretch The Truth Toys,≤100,2
John Thune,Friends of John Thune,≤100,1
AARP Oregon,AARP Oregon,≤100,1
"Justin M. Buffer, Author",Justin M. Buffer,≤100,3
CANTASD,These ads ran without a disclaimer,≤100,1
Fierce by mitú,"mitú, Inc.",≤100,3
Maurice A. West II,Citizens for Maurice West II,≤100,1
Kansas Policy Institute,Kansas Policy Institute,≤100,1
Boca Save our Beaches,"Boca Save our Beaches, Inc.",≤100,1
Cityteam,Cityteam,≤100,2
Fundación Nancy Saldaña,These ads ran without a disclaimer,≤100,2
Frailty Myths,Frailty Myths,≤100,6
Non NRA,Non NRA,≤100,1
Wave Warriors Ocean Awareness Project,Wave Warriors Ocean Awareness Project,≤100,4
Children of Indiana Nature Park,The Nature Conservancy,≤100,1
Patrick Kirton for City Council,Friends of Patrick Kirton for Council,≤100,1
Mayor Gregory A Carswell of Waynesboro,Mayor Greg Carswell,≤100,1
Illinois Economic Policy Institute,Illinois Economic Policy Institute,≤100,1
The Federalist Society,These ads ran without a disclaimer,≤100,1
Let America Vote,Let America Vote,≤100,2
Derek Lindblom,Friends of Derek Lindblom,≤100,1
Rockaway Youth Task Force,Rockaway Youth Task Force,≤100,1
Protect Butte County,These ads ran without a disclaimer,≤100,1
College Republicans of UW-Madison,College Republicans of the University of Wisconsin-Madison,≤100,1
Mark Wright - State Representative,The Mark Wright Campaign,≤100,1
American Heart Association - Wisconsin,American Heart Association,≤100,1
Peace Gospel,Peace Gospel,≤100,3
Distinguished Speaker Series,Distinguished Speaker Series of Southern California,≤100,2
Dorinda Walker,These ads ran without a disclaimer,≤100,1
The Monte Scoop,Susan C Montemorano,≤100,1
Stookey's Club Moderne,Stookey's Club Moderne,≤100,1
Rep. Krista Griffith,Delaware House Democratic Caucus,≤100,1
askhrgreen.org,These ads ran without a disclaimer,≤100,1
Coalition for a Prosperous America,Coalition for a Prosperous America,≤100,1
Lori Broker Education Matters,Lori Kline Broker,≤100,1
Legacy Insurance,Marybel Pugliese Alvarez,≤100,1
Welding Career Now,These ads ran without a disclaimer,≤100,2
The IHRSA Advocate,IHRSA Advocacy,≤100,3
GPB News,Georgia Public Broadcasting (news),≤100,1
Lumity,Lumity,≤100,1
Emerge Maine,Emerge Maine,≤100,1
Melrose For Judge,Committee to Elect Mark Melrose,≤100,1
Mark Young - Genesee County Commissioner,Friends of Mark Young,≤100,1
Parris Law Firm,PARRIS,≤100,1
Maine Coast Fishermen's Association,These ads ran without a disclaimer,≤100,1
Parents Against Recreational Cannabis,Parents Against Recreational Cannabis,≤100,3
Kids In Need Foundation,These ads ran without a disclaimer,≤100,1
The Bob Zadek Show,Clint Townsend,≤100,5
Holmdel Republican Party,Holmdel Republican Party,≤100,1
"Ray's the Roof Real Estate Investments, LLC",Ray Lacen in conjunction with Ray's the Roof House the Homeless Foundation.,≤100,1
QueerDoc,QueerDoc,≤100,1
Queer Politico Pundit,Steve Parker,≤100,1
Human EQ ”No Race Petition”,Rich Coffin,≤100,6
National Hurricane Survival Initiative,National Hurricane Survival Initiative,≤100,1
Operation Food Search,These ads ran without a disclaimer,≤100,1
Jeffersonville Indiana,Jeffersonville Indiana,≤100,1
Rep. Micah Caskey,CASKEY for House,≤100,1
Councilman Scott Bracken,Scott Bracken,≤100,2
Farmer's Footprint,Farmer's Footprint,≤100,3
Tae Phoenix,Teresa Valdez Klein,≤100,1
Shafer Leadership Academy,Shafer Leadership Academy,≤100,3
Rocky McElhaney Law Firm,Rocky McElhaney Law Firm,≤100,1
Small as a Giant,smallasaGiant,≤100,1
Faith in Action,Faith in Action,≤100,1
City of Tempe Government,City of Tempe,≤100,1
Greg Lockhart Sandusky City Commissioner,Citizens of Sandusky,≤100,1
Greg Larson for Santa Cruz City Council,"Greg Larson for Santa Cruz City Council 2018 (Treasurer: Mayor David Terrazas, ID # 1409023)",≤100,2
Ceres,These ads ran without a disclaimer,≤100,1
Consumer Action,Consumer Action,≤100,1
Champaign County Health Care Consumers,Champaign County Health Care Consumers,≤100,1
Arts and Culture Texas,Arts and Culture Texas,≤100,2
Big Easy Magazine,Big Easy Magazine,≤100,2
u4See,u4See,≤100,3
Mayor George Flaggs Jr.,the City of Vicksburg,≤100,2
Opelousas Downtown Development District,Opelousas Downtown Development District,≤100,1
Coalition for Spiritual and Public Leadership,These ads ran without a disclaimer,≤100,1
AARP Arkansas,AARP Arkansas,≤100,2
Drew McKissick,Drew McKissick,≤100,6
Migliaccio & Rathod LLP,Migliaccio & Rathod LLP,≤100,2
Minus 45,Human Agency PAC,≤100,3
Updates from Zack,ZQuintero,≤100,1
Christians In Public Service,Christians in Public Service,≤100,1
Stop Soldier Suicide,Stop Soldier Suicide a national veteran-founded-and-led 501(c)3 nonprofit,≤100,6
Child Parent Institute,These ads ran without a disclaimer,≤100,3
Parliament 2050,Parliament 2050,≤100,2
Chris Petlock for Sonoma City Council,Chris Petlock for Sonoma City Council FPPC#1403421,≤100,1
Maple Heights African American Gazette,Maple Heights African American Gazette,≤100,17
Roger Salloom | Singer Songwriter,Roger Salloom,≤100,1
Alegría Tea Company LLC,Natalie PunKay,≤100,3
Urban Street DJ's,These ads ran without a disclaimer,≤100,1
WCCO Radio,WCCO Radio News,≤100,1
Dom Pascual - Democratic Committeeman,Dom Pascual,≤100,1
"Mayor Steven B. Grant, Boynton Beach, Florida","Steven B. Grant Campaign for Mayor of Boynton Beach, Florida",≤100,1
JoBeth for Ward 6,Friends of JoBeth Hamon 2019,≤100,2
No Estacada Gas Tax,Insite Local Gov Affairs,≤100,1
Get MAD with Mad Hildebrandt,Get MAD with Mad Hildebrandt,≤100,1
"Kim Williams State Representative, 19th District",Kim Williams for State Representative,≤100,1
Anjali,Anjali Kausar for Saratoga City Council 2018 FPPC #1402171,≤100,2
LaVoz,Re-Elect Jose Flores for GR School Board Committee,≤100,3
Institute for a Progressive Nevada,Institute for a Progressive Nevada,≤100,1
Elect John Paul Elliott,John Paul Elliott,≤100,1
Texas EMS Academy,Texas EMS Academy,≤100,1
Winning a Debate with an Israel-Hater,Michael Harris,≤100,1
David Smith for State Representative,"David Smith, Republican, for State Representative",≤100,3
Senior and Disabled Concerns,Senior & Disabled Concerns,≤100,2
Jennipha,Jennipha-Lauren Nielsen,≤100,1
TrustedBest,Aldis Browne,≤100,3
Put Louisiana First,Put Louisiana First. Not authorized by any candidate or candidate comittee.,≤100,1
Armin Mizani for Keller,Armin Mizani,≤100,3
Judge Susan Weaver,Judge Susan Weaver,≤100,1
WinDem,Win Dem PAC,≤100,1
State Senator Anna Wishart,Wishart for Legislature,≤100,1
Citizens Alliance of Pennsylvania,Citizens Alliance of Pennsylvania,≤100,1
Indiana Environmental Reporter,Indiana University Media School,≤100,1
Support 2nd Amendment,Support 2nd Amendment,≤100,2
MergerWatch,MergerWatch Project of Community Catalyst,≤100,1
The Campaign To Keep Guns Off Campus - Florida,Andy Pelosi,≤100,1
Votesane.com,"Votesane LLC, a nonpartisan US political marketplace listing ALL federal candidates.",≤100,2
International Crane Foundation,International Crane Foundation,≤100,5
Maurice Mitchell,Working Families Party,≤100,3
Initial Reaction News,Initial Reaction News,≤100,2
Wyoming Outdoor Council,Wyoming Outdoor Council,≤100,1
AARP Vermont,AARP Vermont,≤100,1
"Go Solar, No cost, Save Money",Zachary Carr,≤100,1
Liam & Hazel,These ads ran without a disclaimer,≤100,1
Emily Brewer,Friends of Emily Brewer,≤100,1
Life In Messiah International,Life in Messiah International,≤100,1
Table for One Ministries,TFO Ministries,≤100,2
Elect Mike Reid,Elect Mike Reid,≤100,1
Align Health & Wellness,These ads ran without a disclaimer,≤100,1
Jewish World Watch,Jewish World Watch,≤100,1
The Washington Blade,Washington Blade,≤100,2
Labor Guild,The Labor Guild,≤100,6
Lowcountry NORML,Lowcountry NORML (a 501c3 non-profit organization),≤100,1
Tom Blanford: Cedar Falls City Council Member-Ward 4,Committee to Elect Tom Blanford,≤100,1
"Center for Community Health & Prevention, URMC",Center for Community Health & Prevention,≤100,1
Modesto Irrigation District,Modesto Irrigation District,≤100,2
Wear What Suits You,Emily Elliott,≤100,1
Bentley Barker,Bentley Barker,≤100,2
Immigration360,Richard Loiseau,≤100,1
El Cajon City Councilman Steve Goble,"Steve Goble, not at taxpayer expense.",≤100,2
Executive Warren C. Evans,Wayne County,≤100,1
Liberty Verses Politics,Liberty Verses Politics,≤100,1
Conscious Cutlery,These ads ran without a disclaimer,≤100,3
Tournament City Games,Tournament City Games,≤100,1
Affordable Solar Systems,Affordable Solar Systems,≤100,2
Avivo ArtWorks,Avivo,≤100,1
Reading Trump's Tweets,Mike Kaminski,≤100,1
Aeta Tribe Foundation,Fernando Punla Briosos,≤100,1
Tattooed Mom,Tattooed Mom,≤100,3
Lake Pepin Legacy Alliance,Lake Pepin Legacy Alliance,≤100,2
Stop Mandatory Vaccination,Larry Cook,≤100,3
WEPOWER,WEPOWER,≤100,1
Teatro Luna,These ads ran without a disclaimer,≤100,2
Otra Mas,Belinda Rankin Kiesecker,≤100,1
(Official) South Carolina Libertarian Party,Victor Kocher,≤100,1
Craig Kinsley Insurance,Craig Kinsley Insurance,≤100,1
"Franke, Medrano, Zervigon for MUD Board of Directors",Luis M. Zervigon,≤100,2
Yamilet González - Representante Distrito 21,Yamilet Gonzalez Alicea,≤100,4
Smith & Turner Mortuary,Smith & Turner Mortuary,≤100,1
Firearms Policy Foundation,Firearms Policy Foundation,≤100,1
"Harvest Rock Advisors, LLC",Harvest Rock Advisors,≤100,1
Cage Free Care,Cage Free Care,≤100,1
