Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Re-Elect Kareemah Fowler for City Clerk,the committee to Elect Kareemah Fowler,≤100,1
Earth Is An Island Designs,Earth Is An Island Designs,≤100,1
Brazos Press,Brazos Press,≤100,1
Who is Hussain? - Houston,"Who Is Hussain Houston, Inc.",≤100,1
The Wearing Away,Hector Fernando,≤100,2
One Iowa,One Iowa,≤100,1
Doctor Alex Abogado,Las Oficinas de leyes del abogado Alexander Cross,≤100,8
Washington Gun Rights,Washington Gun Rights,≤100,1
Lee County (NC) Democratic Party,The Lee County Democratic Party,≤100,1
St. Louis Record,The Record,≤100,1
CFC Ohio,the CFC Ohio,≤100,1
Bank Street College of Education,Bank Street Graduate School of Education,≤100,1
Alzheimer's Association Illinois Advocacy,Alzheimer's Association Illinois Chapter,≤100,2
Jim Christian for Mayor of Bellefontaine Neighbors 2019,"Christian for Mayor, Joseph Bohnenkemper, Treasurer.",≤100,1
Salt Lake County Republican Party,Salt Lake County GOP,≤100,1
Teach NYS,These ads ran without a disclaimer,≤100,3
"Mothers Against Police Brutality, Inc.","Mothers Against Police Brutality, Inc.",≤100,2
"Commissioner Dr. Jordon Shaw, Maury County District 6",Dr. Jordon Shaw for Maury County Commission - District 6,≤100,1
CURE - Communities United for Rochester Empowerment,Communities United for Rochester Empowerment (CURE) / SEIU Healthcare Minnesota,≤100,2
DC Statesman,DC Statesman,≤100,9
New River Inn and Cabins,New River Inn and Cabins,≤100,1
Morris County New Voices,Leslie Kinstler Moran,≤100,3
Col Rob Maness ret,Iron Liberty Group,≤100,2
Yamilet González - Representante Distrito 21,Yamilet Gonzalez Alicea,≤100,3
Kimberly Ellis,Kimberly Ellis,≤100,2
Southern Appalachian Highlands Conservancy,Southern Appalachian Highlands Conservancy,≤100,1
UU FaithAction NJ,Unitarian Universalist FaithAction NJ,≤100,1
Affordable Medicare,Affordable Medicare,≤100,2
Chester Citizens for Ethical Government,Chester Citizens for Ethical Government Members,≤100,3
Rich Haggerty for State Representative,"The Haggerty Committee, 32 Leonard St., Woburn, MA 01801",≤100,1
Adam Moore - Alderman at Large,Adam & Lacey Moore,≤100,1
The Hanger Project,The Hanger Project,≤100,2
Ascent 121,Ascent 121,≤100,1
Liyah Babayan The People First,Babayan,≤100,3
ZiGi & MARAiS,These ads ran without a disclaimer,≤100,1
Just Security,Just Security,≤100,1
St. Augustine Humane Society,St. Augustine Humane Society,≤100,2
Dangerous Documentaries,Capital Research Center,≤100,4
Grassroots Campaigns - Sacto,"Grassroots Campaigns, Inc.",≤100,1
Alabama Opportunity Scholarship Fund,Alabama Opportunity Scholarship Fund,≤100,1
"Pam Sutton, Lee County Board of Education",Pam Sutton for Lee County Board of Education,≤100,1
CertaPet,These ads ran without a disclaimer,≤100,2
Mussab Ali for JCBOE,Mussab Ali for JCBOE,≤100,2
"O’Kehie & Associates, Attorneys and International Legal Consultants","Collins Okehie, a licensed professional Attorney at Law. This Ad is for outreach purposes only as well as to give general information & understanding about our services to the people of USA & does not pose specific legal obligation nor provide advice. By reading this Ad u understand that there is no attorney client relationship btw u & the coy/web publisher",≤100,1
Atlantic City Republican Club,Atlantic City Republican Club,≤100,1
Progressive Zionists of the California Democratic Party,Progressive Zionists of the California Democratic Party,≤100,1
"Tiffanie Fisher, Councilwoman - Hoboken 2nd Ward","Tiffanie Fisher, Councilwoman - Hoboken 2nd Ward",≤100,1
Delaware House Democrats,Delaware House Democratic Caucus,≤100,1
Karen Johnson Register of Deeds Nashville Davidson County,Karen Johnson Register of Deeds,≤100,2
"Wyse Law Firm, P.C.",Stephen Wyse,≤100,2
CJ Westfall,CJ Westfall,≤100,1
Free Speech Warriors,Gilbert Montalvo,≤100,1
Teach For America,These ads ran without a disclaimer,≤100,2
Shiloh Israel Children's Fund,Shiloh Israel Children's Fund,≤100,1
Damascus Homes,These ads ran without a disclaimer,≤100,1
Mentors International,Mentors International,≤100,2
Giraffe Heroes,The nonprofit Giraffe Heroes Project,≤100,4
The Seneca Family of Companies,Seneca Family of Companies,≤100,3
Texas Association of Counties,Texas Association of Counties,≤100,1
True Progressives United,True Progressives United [TPU],≤100,2
Model D,These ads ran without a disclaimer,≤100,1
Angry Buckeyes,Angry Buckeyes,≤100,4
AARP Georgia,AARP Georgia,≤100,2
Shotwell Publishing,"Shotwell Publishing, LLC",≤100,1
360Daily.net,360 News Las Vegas,≤100,2
Mac and Cheese Media,"Mac and Cheese Media, LLC.",≤100,1
2020mafiaclub,OMO BRANDS INC,≤100,3
Dunphy's Handgun Training,Dunphy's Handgun Training,≤100,1
"GreenVest, LLC","GreenVest, LLC",≤100,1
"The Law Offices of Barry Feinstein & Affiliates, P.C.",The Law Offices of Barry Feinstein & Affiliates PC,≤100,1
Hardin County Republican Party of Ky,Hardin County Republican Party,≤100,1
Primarily Primates,Primarily Primates,≤100,1
Clark County Republican Women,Clark County Republican Women,≤100,1
Michelle For Our Schools,Committee for Michelle McKissack,≤100,1
Okapi Conservation Project,Okapi Conservation Project,≤100,1
Monadnock Alcohol and Drug Abuse Coalition,These ads ran without a disclaimer,≤100,2
Kobak for Council,Kobak for Council,≤100,5
Liberty Theater Astoria,The Liberty Theatre,≤100,2
Homebuyer Edu - by Kyle Bergquist & PRMI Seattle,Kyle Bergquist and PRMI Seattle,≤100,1
"CAICalif - CAI-CLAC, California Legislative Action Committee",Community Associations Institute,≤100,2
Adam Levin,"Seven Squared Media, LLC",≤100,1
Maine Audubon,Maine Audubon,≤100,1
Iowa Farm Bureau,Iowa Farm Bureau,≤100,1
Missouri Corn,Missouri Corn,≤100,1
David Blackwelder,Blackwelder for Wake County,≤100,6
"Orange County Health & Life Insurance - Health, Life, Medicare and more.",Orange County Health & Life Insurance,≤100,1
National Justice for Our Neighbors,National Justice for Our Neighbors,≤100,2
Politically Correct Watch,These ads ran without a disclaimer,≤100,1
Shepherd Community Center,Shepherd Community Center,≤100,1
Greater Royal Oak Democratic Club,Greater Royal Oak Democratic Club,≤100,1
"Lacroix Ramos, Attorneys at Law, LLP","Lacroix Ramos, Attorneys at Law, LLP",≤100,1
Talk Business & Politics-Statewide,Talk Business and Politics,≤100,1
Aventura Comissioner Bob Shelley,Vice Mayor Robert "Bob" Shelley,≤100,1
Will County Progressives,Will County Progressives,≤100,1
Asha for Education,These ads ran without a disclaimer,≤100,1
Pennsylvania Spotlight,Pennsylvania Spotlight,≤100,2
Canvas Karma,CANVAS KARMA,≤100,1
Greater Valley Glen Council,These ads ran without a disclaimer,≤100,1
The Average Joe,The Average Joe,≤100,1
Councilman Ben Bell,Benjamin Bell,≤100,2
Philip Falcone for Riverside City Council - Ward 1,Philip Falcone for Riverside City Council FPPC# 1402303,≤100,1
Prescott College,These ads ran without a disclaimer,≤100,1
The Young Jurks,The Young Jurks,≤100,3
Drew McKissick,Drew McKissick,≤100,6
Frets4Vets.org,These ads ran without a disclaimer,≤100,1
Metro Weekly,Metro Weekly,≤100,1
The Washington Blade,Washington Blade,≤100,2
French & Pickering Creeks Conservation Trust,French & Pickering Creeks Conservation Trust,≤100,7
ACT-2,Act-2,≤100,1
County Legislator Ralph Signoracci,Friends of Ralph Signoracci,≤100,1
Cates Concepts,Cate's Concepts,≤100,3
Carrie Litherland,Carrie Litherland for Mayor of Tallahassee,≤100,1
The Dean Obeidallah Show,Dean Obeidallah,≤100,4
ONE,ONE Action,≤100,1
Wear What Suits You,Emily Elliott,≤100,1
Liberty Verses Politics,Liberty Verses Politics,≤100,2
Bebatonrouge Media,beBATONROUGE Media,≤100,1
Trump Liar In Chief,Joel Denver,≤100,2
Taylor for Ward 2,Friends of D'Angelo Taylor,≤100,5
Foothills Care Center,Foothills Care Center,≤100,5
Beth Barts for School Board,Friends of Beth Barts,≤100,1
Linda Sperling for Board of Supervisors,Sperling for Springfield Supervisor,≤100,2
Change the Pallet,Forward Edge Initiative,≤100,1
Graig Meyer,Committee to Elect Graig Meyer,≤100,2
The Center for Growth and Opportunity at Utah State University,the Center for Growth and Opportunity at Utah State University,≤100,1
Guilford County Democratic Party (NC),Guilford County Democratic Party,≤100,1
Steele Creek Residents Association,Steele Creek Residents Association,≤100,2
Canan Law Attorneys,Canan Law Attorneys,≤100,2
Keir Jones,Keir Jones for Council 2019,≤100,1
The Good Peoples Group,These ads ran without a disclaimer,≤100,2
Get MAD with Mad Hildebrandt,Get MAD with Mad Hildebrandt,≤100,1
Bright Hope,These ads ran without a disclaimer,≤100,1
The Bottom Line: Kentucky Political News,Kentucky Chamber of Commerce,≤100,2
Friends of Big Ivy,Friends of Big Ivy,≤100,1
Grand Strand Action Together,by Grand Strand Action Together,≤100,1
University of California Television (UCTV),University of California Television (UCTV),≤100,1
Gus for the 47th Ward,Friends of Gus Katsafaros,≤100,1
Slim Shady Politics,Slim Shady Politics,≤100,1
Electgb,Citizens for Gautam Bhatia - for IPSD 204 School Board,≤100,1
José Enrique "Quiquito" Meléndez,JEM,≤100,2
Ignatian Solidarity Network,Ignatian Solidarity Network,≤100,2
Senator Martin A. Sandoval,Friends of Martin A. Sandoval,≤100,2
Zero Aggression,Downsize DC,≤100,2
TCF Bank,TCF Bank,≤100,1
The Decline and Fall of America Starring Jim Greenfield,"Marathon Productions, LLC",≤100,1
Plug In America,Plug In America,≤100,1
Rocky River Democrats,Rocky River Democratic Club,≤100,1
Save Our Springs Alliance,Save Our Springs Alliance,≤100,1
Attorney James Owen,James Owen,≤100,1
Johnny Schaefer,Johnny Schaefer to build a more loving world through song.,≤100,1
E Pluribus OTAP,The OTAP Show,≤100,1
People with Disabilities Succeeding,These ads ran without a disclaimer,≤100,1
Michael C. Owens,Michael C. Owens,≤100,1
National Farmers Union,National Farmers Union,≤100,1
David Earl Williams III,David Earl Williams III,≤100,5
New Virginia Majority,New Virginia Majority Fund,≤100,1
San Luis Obispo County Sheriff's Office,SLO County Sheriff's Office,≤100,1
Center for Popular Democracy,Center for Popular Democracy,≤100,1
Joan Elizabeth Seamans For NY,Friends of Joan Elizabeth Seamans,≤100,2
EnVolve,enVolve,≤100,1
Howard Brown Health,Howard Brown Health,≤100,1
We-Are-PMP,We-Are-PMP: Phenomenal Management Partners,≤100,1
Solar Rights Alliance,Solar Rights Alliance,≤100,2
Sludge,"Sludge Media, Inc.",≤100,1
Plumbers for Peace and Prosperity,These ads ran without a disclaimer,≤100,2
Dedicated Teachers,West Virginia Education Association,≤100,1
Nashville Tea Party,Nashville Tea Party,≤100,1
Southeast Texas Record,The Record,≤100,2
The Federal Practice Group,The Federal Practice Group,≤100,1
La Crosse County Republican Party,La Crosse County Republican Party,≤100,2
USCCA,These ads ran without a disclaimer,≤100,1
Yuma County Government,Yuma County Communications Team,≤100,2
Save The Manatee 5K,These ads ran without a disclaimer,≤100,1
Advocacy For Action,Advocacy For Action,≤100,1
Assemblymember Harry Bronson,Harry Bronson,≤100,1
Disabled Veterans National Foundation,Disabled Veterans National Foundation,≤100,1
Emerge NM,Emerge New Mexico,≤100,1
"Stereo Lok, Inc.",These ads ran without a disclaimer,≤100,6
Mary B. Boren for State Senate,"Approved and paid for by Boren Friends and Family for Mary B. Boren, 2018",≤100,1
Project 21,the National Center for Public Policy Research,≤100,2
Catholic Charities Omaha,Catholic Charities of Omaha,≤100,1
"David McClain - Jonesboro City Councilman-Ward 6, Position 2",By David McClain - Jonesboro City Councilman,≤100,1
Tammy’s Corner,These ads ran without a disclaimer,≤100,2
Melissa Noriega,Melissa Noriega Campaign,≤100,1
National Academy of Social Insurance (NASI),The National Academy of Social Insurance,≤100,1
Boffo Books,Boffo Books,≤100,1
Norwood Republican Club,Victor Schneider,≤100,1
Northwest Accountability Project,The Northwest Accountability Project,≤100,2
Guam Citizens for Public Accountability,Guam Citizens for Public Accountability,≤100,1
State Representative David Rutigliano,Dave Rutigliano,≤100,1
Keith Greene,Keith Greene,≤100,2
Quality Water Filters 4 You,Chris Tracey,≤100,4
Hartford Bags of Love,Hartford Bags of Love,≤100,2
Pittsburgh Post-Gazette Advertising,Pittsburgh Post-Gazette,≤100,1
The Awakened Foundation,THE AWAKENED FOUNDATION,≤100,1
Jeff Johnson,Jeff Johnson,≤100,1
LL Studio 2069 LLC,LL Studio 2069 LLC,≤100,3
Herb Jones for Virginia,Herb Jones for Virginia,≤100,1
Regional Transit Authority of Southeast Michigan,Regional Transit Authority of Southeast Michigan,≤100,14
Asa 4 Council,asa4council,≤100,1
One Man's Opinion,Gary Doering of One Man’s Opinion,≤100,3
Friendly Water for the World,Friendly Water for the World,≤100,1
Movement Rights,Shannon Biggs,≤100,2
DPAC,These ads ran without a disclaimer,≤100,1
Admiration Lodge,Admiration Lodge No. 25,≤100,2
Wieczorek Independent For Congress,Ron Wieczorek For Congress,≤100,1
Tiff's Treats,These ads ran without a disclaimer,≤100,2
Iowa Term Limits,U.S. Term Limits,≤100,2
AARP Michigan,These ads ran without a disclaimer,≤100,1
Y & T Insurance,Y & T INSURANCE,≤100,3
No Estacada Gas Tax,Insite Local Gov Affairs,≤100,1
Latino Union of Chicago,Latino Union of Chicago,≤100,2
LTI - Life Training Institute,Life Training Institute,≤100,2
The Greater Portland Immigrant Welcome Center,The Greater Portland Immigrant Welcome Center,≤100,1
Nicole Malliotakis,Nicole for New York,≤100,2
Pasco County Commission on Human Trafficking,Pasco County Board of County Commissioners,≤100,3
Harry J Houck,Harry J Houck,≤100,1
David Nay Morrisville Borough Council 2nd Ward Representative,Dave Nay,≤100,2
Marathon Strategies LLC,Marathon Strategies,≤100,1
Yessenia Carreon for 10th Ward Alderman,Yess For 10,≤100,1
City of Danbury,City of Danbury,≤100,2
La Voz Bilingual Newspaper,La Voz Bilingual Newspaper,≤100,1
Victoria McBride for School Board,Committee to Elect Victoria McBride (2019),≤100,2
David Rovics,David Rovics,≤100,1
Steel City Stonewall Democrats,Steel City Stonewall Democrats,≤100,1
Seacology,Seacology,≤100,1
Chattanooga Crime Stoppers,Chattanooga CrimeStoppers,≤100,3
Kevin Stitt for Governor,Stitt for Governor 2018,≤100,2
Partners Worldwide,These ads ran without a disclaimer,≤100,1
Green Country Sierra Club,B VanHanken,≤100,1
McMahon Berger P.C.,McMahon Berger P.C.,≤100,1
Pelham Examiner,Pelham Examiner newspaper,≤100,1
West Texas Food Bank,West Texas Food Bank,≤100,1
Shedd Aquarium,Shedd Aquarium,≤100,4
Ed Turanchik for Mayor,"Ed Turanchik for Tampa Mayor, Non-Partisan",≤100,1
AARP North Carolina,These ads ran without a disclaimer,≤100,1
The Shops at Willow Bend,Starwood Retail Partners,≤100,1
Judy Bowman for Mayor,"Citizens for Judy Bowman, Bob Surber, Treasurer",≤100,2
Larry Gaddes - Williamson County Tax Assessor-Collector,Larry Gaddes,≤100,1
Littleton Community Farm,Littleton Community Farm,≤100,1
The Bryan Show,Bryan Howard,≤100,2
Restore the Mississippi River Delta,Restore the Mississippi River Delta,≤100,1
Mayor Bob McManus,Mayor Bob McManus,≤100,1
"Ted W. Allen & Associates, Inc.",These ads ran without a disclaimer,≤100,1
Unsilenced Voices,Unsilenced Voices,≤100,3
Parliament 2050,Parliament 2050,≤100,2
Wyoming Outdoor Council,Wyoming Outdoor Council,≤100,1
Save the Bastrop Chimps,Save the Bastrop Chimps,≤100,2
cut50,#cut50,≤100,1
Todd Gloria,Todd Gloria for Assembly 2018,≤100,1
West Virginia Citizen Action Group,WV Citizen Action Group,≤100,2
Forest Park Conservancy,Forest Park Conservancy,≤100,3
Texas Death With Dignity,Texas Death with Dignity,≤100,1
Arroyo Seco Foundation,Arroyo Seco Foundation,≤100,1
Women at Werk,These ads ran without a disclaimer,≤100,1
Sargent Shriver Peace Institute,Sargent Shriver Peace Institute,≤100,1
Our Dream Photos by James DeCamp Photography,James DeCamp Photography,≤100,1
Johnathan S. Perkins,Johnathan S. Perkins,≤100,3
Delegate Bob Thomas,Friends of Bob Thomas,≤100,1
National Health Care for the Homeless Council,the National Health Care for the Homeless Council,≤100,1
Lignite Energy Council,Lignite Energy Council,≤100,1
Kachemak Bay Conservation Society,Kachemak Bay Conservation Society,≤100,4
Conservative Mugs,CWK Products,≤100,1
Save the Lower Snake River Dams,Save the Lower Snake River Dams,≤100,2
Vermont Law School,These ads ran without a disclaimer,≤100,1
