Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
The Future of The US Congress,Shaun Lee O'Sullivan,≤100,3
Edward B. Goehring,Edward B. Goehring,≤100,1
Temple Emanu-El,Congregation Emanu-El of the City of New York.,≤100,2
National Water Service,National Water Service,≤100,1
NY/CT Association of Tax Professionals,"NY/CT Association of Tax Professionals, Inc",≤100,1
Lauren Faber,Lauren Faber Comedy,≤100,2
Kinkatopia,"Kinkatopia, CEO",≤100,1
38th Ward Democrats,Friends of Robert Martwick,≤100,1
Every Vote Matters Hawaii,Natalie Iwasa,≤100,1
Sister District Project,Sister District Project,≤100,1
Coffee County Republican Party,Coffee County Republican Party,≤100,1
Northwest Environmental Advocates,"Northwest Environmental Advocates a non-profit (501(c3)) based in Portland, OR and is wholely responsible for the content.  You can contact us at 503-295-0490 or email to info@advocates-nwea.org.",≤100,2
Just On Time Gifts,Just On Time Gifts,≤100,4
The Buzz Around Wayne County,The Buzz Around Wayne County,≤100,1
Pennsylvania Spotlight,Pennsylvania Spotlight,≤100,4
Wonderland of the Americas,Wonderland of the Americas,≤100,1
Run for Clean Air,These ads ran without a disclaimer,≤100,1
"Megan Ellyia Green, for President of the Board of Aldermen","Megan Green for St. Louis, Danny Gladden Treasurer",≤100,1
Waitt Foundation,the Waitt Foundation.,≤100,4
Equality Clinic,These ads ran without a disclaimer,≤100,1
The Waterbury Observer,The Waterbury Observer,≤100,2
Audubon Naturalist Society,Audubon Naturalist Society,≤100,2
Greg Larson for Santa Cruz City Council,"Greg Larson for Santa Cruz City Council 2018 (Treasurer: Mayor David Terrazas, ID # 1409023)",≤100,1
E case store,These ads ran without a disclaimer,≤100,1
QuizGriz,These ads ran without a disclaimer,≤100,1
Santa Ynez Band of Chumash Indians,The Santa Ynez Band of Chumash Indians,≤100,1
Greater Bluffton Republican Club,Greater Bluffton Republican Club,≤100,1
Farmworker Justice,Farmworker Justice,≤100,2
Tellington TTouch  World,These ads ran without a disclaimer,≤100,1
"Crisis Line & Safe House of Central Georgia, Inc.",Mobile Media Plus,≤100,1
New Providence Democrats,New Providence Democratic Committee,≤100,1
Steve Rhoads - Putting Taxpayers First,Funded through private funds by Steve Rhoads,≤100,1
US Solar Initiative,US Solar Initiative,≤100,2
Send Sally Ride to Represent California,People Who Love Astronauts,≤100,2
NEUER GEIST,These ads ran without a disclaimer,≤100,1
Yoho23.com,These ads ran without a disclaimer,≤100,3
Senator Brian Pettyjohn,Friends for Brian Pettyjohn,≤100,1
Wichita Democratic Socialists,Wichita Democratic Socialists of America,≤100,1
Rants and Reason Podcast,Chuck Walters,≤100,1
Western Hummingbird Partnership,These ads ran without a disclaimer,≤100,1
Davis College Democrats Alumni Club,Davis College Democrats Alumni (FPPC #1392400),≤100,1
Patrick O'Connor,Senator Patrick O'Connor,≤100,2
Todd Roach - for O'Fallon Alderman - Ward 4,Friends of Todd Roach,≤100,1
East Metro Economic Alliance,the East Metro Economic Alliance,≤100,1
Chicago Humanities Festival,Chicago Humanities Festival,≤100,2
614,These ads ran without a disclaimer,≤100,1
The Tiny Hands Mug,Eagleview USA LLC,≤100,1
Alexis Hermosillo for Mayor of El Mirage,Alexis Hermosillo for Mayor of El Mirage,≤100,1
Patrick Lashford,Patrick Lashford,≤100,1
Becky's Fund,Becky's Fund,≤100,1
City of Pompano Beach,Pompano Beach Parks & Rec,≤100,1
Jimmy Chin,Orvis,≤100,1
Metro Weekly,Metro Weekly,≤100,4
Surfrider Foundation San Diego,Surfrider Foundation San Diego County,≤100,1
Sarah Mills for Austin Community College,Sarah Mills for ACC,≤100,1
Investigate 538,Kevin Drummond,≤100,3
COO of TATA & MOON INSPIRED,These ads ran without a disclaimer,≤100,2
LoveCarlisle.com,These ads ran without a disclaimer,≤100,1
Bardaj Lighting Experiences,BARDAJ Lighting Experiences,≤100,1
Noah D. Stone,Noah D. Stone,≤100,1
Nantucket Coastal Conservancy,Nantucket Coastal Conservancy,≤100,3
Retired Judge James L. Kimbler,"James L.Kimbler, P.O. Box 227, Seville, OH 44273",≤100,1
Initial Reaction News,Initial Reaction News,≤100,6
"Sherrod & Bernard, P.C.",These ads ran without a disclaimer,≤100,1
Blackstone Films,Blackstone Films,≤100,3
Orange County Clerk of Courts,"Office of Tiffany Moore Russell, Orange County Clerk of Courts",≤100,1
GOAL Advocacy,GOAL Advocacy,≤100,2
Support Our Schools - SOS Wauwatosa,Support Our Schools - Wauwatosa,≤100,2
Opelousas Downtown Development District,Opelousas Downtown Development District,≤100,1
"Cornell University, American Studies Program",The American Studies Program at Cornell University,≤100,1
Polar Society,Polar Society,≤100,3
Black Kids in Outer Space,Lark Lo,≤100,2
Trendceta,These ads ran without a disclaimer,≤100,6
International March of the Living,These ads ran without a disclaimer,≤100,1
Tikkun Ha-Ir of Milwaukee,These ads ran without a disclaimer,≤100,1
Red Oak Hope,These ads ran without a disclaimer,≤100,1
360Daily.net,360 News Las Vegas,≤100,3
VIETV,These ads ran without a disclaimer,≤100,1
Shirt Blasters,Nicky Weinbach,≤100,2
Teamsters Local 344 Integrity Slate,These ads ran without a disclaimer,≤100,1
RelayTxt,"Toskr, Inc. dba Relay",≤100,1
Gandolfo "Randy" Messina & Peter A. Jakab-1st Ward Aldermen,Aldermen Gandolfo "Randy" Messina & Peter A. Jakab,≤100,5
"Yumeka Brown, Matteson Village Clerk",Friends of Yumeka Brown,≤100,2
David Parker for Senate,Friends of David Parker,≤100,1
Freedom Trade,Freedom Trade International,≤100,2
Pat Kemp - Hillsborough County Commissioner Countywide,Patricia Kemp,≤100,1
"Seniors in Service of Tampa Bay, Inc.",These ads ran without a disclaimer,≤100,1
Reel Time Fishing,These ads ran without a disclaimer,≤100,1
Northwest Accountability Project,The Northwest Accountability Project,≤100,5
Beyond College and Career Counseling,Beyond College and Career Counseling,≤100,1
Libby Fischer Hellmann,Libby Fischer Hellmann,≤100,2
iMatter Youth,iMatter Youth.,≤100,1
Blue Sky Tiger Sanctuary,Blue Sky Tiger Sanctuary,≤100,3
Alpha Closers,These ads ran without a disclaimer,≤100,1
Trumped,Christopher Cooper,≤100,13
You Ready Grandma,You Ready Grandma,≤100,3
Log Cabin Republicans of Los Angeles,Log Cabin Republicans of Los Angeles,≤100,1
The BROWN Report,Ronald Brown,≤100,4
Lady T,Tiffany Ladyt Watson,≤100,1
Blue Haven Firearms Education & Training,Blue Haven Firearms,≤100,1
Decal Impressions,Page Owner,≤100,1
"Gireud Hobbs, PLLC",These ads ran without a disclaimer,≤100,1
SanDiego350,SanDiego350,≤100,1
Street Business School,These ads ran without a disclaimer,≤100,1
I Love Crazy Deals,"Green Straw, LLC",≤100,1
Sustainable Practices,Sustainable Practices,≤100,1
Party for Socialism and Liberation - Detroit,John Beacham,≤100,1
Cecilia Aguiar-Curry for Assembly District 4,Cecilia Aguiar-Curry for Assembly,≤100,1
Learning with Dotard,These ads ran without a disclaimer,≤100,2
Descriminalización.org,Pedro Colón Almenas,≤100,1
Alegría Tea Company LLC,Natalie PunKay,≤100,3
Family T-Shirt,These ads ran without a disclaimer,≤100,3
Access DuPage,DuPage Health Coalition,≤100,6
Great Transition Initiative,the Great Transitiion Initiative,≤100,1
Mad Catholics,David Haadsma,≤100,1
TIRRC Members/Miembros de TIRRC,Tirrc Members,≤100,1
"Kandice Bell, Independent Medicare, Health and Life Insurance Broker",These ads ran without a disclaimer,≤100,2
Real Florida Magazine,"Debbie Redmon Goulding, CEO of Real Florida Magazine and The Goulding Agency, LLC",≤100,1
Central Coast Coalition for Undocumented Student Success,Central Coast Coalition for Undocumented Student Success,≤100,2
Hearts Afire Deer Rescue & Rehab,These ads ran without a disclaimer,≤100,1
"Communities In Schools, Columbus OH",These ads ran without a disclaimer,≤100,1
Loudoun Career Fire Fighters Association - IAFF Local 3756,the Loudoun Career Firefighters Association,≤100,3
Inmigracion al Dia,These ads ran without a disclaimer,≤100,1
Heroes Media Group,Heroes Media Group,≤100,3
A Moment of Hope,A Moment of Hope,≤100,2
AJC Atlanta Regional Office,American Jewish Committee (AJC),≤100,1
Progressive Citizen X/The Matt McNeil Show,Matt McNeil/Progressive Citizen X,≤100,1
Fontana Proud,Germaine Key,≤100,1
Bayonne Center for Progress,Bayonne Center for Progress,≤100,1
Peckham Architecture,Peckham Architecture,≤100,2
Benyaro,BENYARO,≤100,1
Primary the Ruling Class,Primary The Ruling Class Political Action Committee,≤100,1
National Hurricane Survival Initiative,National Hurricane Survival Initiative,≤100,1
Beyond Civility,Beyond Civility,≤100,1
"Roberts Wilson, P.A. Injury Lawyers",Roberts Wilson,≤100,1
Assemblyman D. Billy Jones,Friends of Billy Jones,≤100,4
Northwest Regional Planning Commission,These ads ran without a disclaimer,≤100,1
XprezArt,These ads ran without a disclaimer,≤100,3
Dallas County Young Democrats,Dallas County Young Democrats. Not authorized by any candidate or candidate's  committee.,≤100,2
Let's Talk About It Radio Talk Show,"Let's Talk Nation, LLC.",≤100,3
Zeal Optics,These ads ran without a disclaimer,≤100,4
Houston Stonewall Young Democrats,Houston Stonewall Young Democrats,≤100,1
MCTXonline,AD Heath,≤100,1
Jessica Catron,"Catron for Missouri, Rick Catron, Treasurer",≤100,2
Firelands Regional Medical Center,Firelands Regional Medical Center,≤100,2
Kimpton Canary Hotel,These ads ran without a disclaimer,≤100,1
Wildmind,These ads ran without a disclaimer,≤100,4
Beto for President,Fans of Beto,≤100,1
Rush System for Health,These ads ran without a disclaimer,≤100,1
Global Autism Project,These ads ran without a disclaimer,≤100,3
The International Fellowship of Christians and Jews,These ads ran without a disclaimer,≤100,3
Georgetown University Center on Education and the Workforce,These ads ran without a disclaimer,≤100,1
SpokanePlanner,a total stud muffin.,≤100,1
Gerald R. Ford School of Public Policy,the University of Michigan - Gerald R. Ford School of Public Policy,≤100,3
Rush University,These ads ran without a disclaimer,≤100,1
"O’Kehie & Associates, Attorneys and International Legal Consultants","Collins Okehie, a licensed professional Attorney at Law. This Ad is for outreach purposes only as well as to give general information & understanding about our services to the people of USA & does not pose specific legal obligation nor provide advice. By reading this Ad u understand that there is no attorney client relationship btw u & the coy/web publisher",≤100,2
Center for Public Policy Priorities,These ads ran without a disclaimer,≤100,1
Dave Walcher,David Walcher,≤100,2
Patriot-Outfitters.com,Larry Duffy,≤100,1
Stennis Center for Public Service,Stennis Center for Public Service,≤100,1
Christian Action Ministries,These ads ran without a disclaimer,≤100,1
Carl Hamilton Foundation,Carl Hamilton,≤100,1
Symmetry Services LLC,"Symmetry Services LLC.  The information on this page is provided for general educational purposes only and may not reflect changes in federal or state laws. Before taking any action based on this information, we strongly encourage you to consult with a professional accounting advisor about your specific situation.",≤100,2
Ogden Pride Inc.,These ads ran without a disclaimer,≤100,1
St. Louis Area Foodbank,St. Louis Area Foodbank,≤100,1
Indivisible Winchester Virginia,Indivisible Winchester,≤100,1
Unión del Barrio,Unión del Barrio,≤100,1
Michelle Mortensen,Michelle Mortensen,≤100,3
"Go Solar, No cost, Save Money",Zachary Carr,≤100,1
Community Independent School District,Community ISD,≤100,1
The Promise Church Of Houston,These ads ran without a disclaimer,≤100,1
"James J. Lombardi III, North Smithfield School Committee Chairman",Committee to Elect James J Lombardi III,≤100,1
She's A Wolf,She's A Wolf Clothing,≤100,2
Two Party Opera,Brian Carroll,≤100,1
Biz to Biz Network Inc.,Biz to Biz Network Inc.,≤100,1
United Way Suncoast,United Way Suncoast,≤100,6
Williamson County Republican Party,Williamson County GOP,≤100,1
Magdalene Hope,"Magdalene Hope, Inc.",≤100,1
"Community Law Group, PLLC - Abogados de la Comunidad","Community Law Group, Abogados de la comunidad",≤100,1
Humboldt Citizens for Clean Energy,Humboldt Citizens for Clean Energy,≤100,1
Councilwoman Tasha Green,Committee to Elect Tasha Green,≤100,3
Green Earth Network,Green Earth Network,≤100,2
Rooted Daily with Brandon Lavy,Brandon Lavy,≤100,2
Rhode Island Advocacy for Children,These ads ran without a disclaimer,≤100,1
(Official) South Carolina Libertarian Party,Matthew Hicks,≤100,1
"Cacharme Systems, LLC",Cacharme Systems LLC,≤100,1
City Councilman Collin Czilli,Czilli for Portage,≤100,1
Giving to Purdue,Purdue Research Foundation,≤100,2
Transamerica Center for Health Studies,Transamerica Center for Health Studies,≤100,3
Permanent Passport,Permanent Passport LLC,≤100,3
Auburn Facilities Management,Auburn University Facilities Management,≤100,2
Conservatives Disillusioned by Trump,Disillusioned by Trump,≤100,1
Political Window,omyk.co,≤100,4
The Beachy Store,These ads ran without a disclaimer,≤100,1
Pembroke Town News,Pembroke Town News,≤100,2
Kim Davenport for 5th District Commissioner,Kim Davenport,≤100,1
"Mayor Steven B. Grant, Boynton Beach, Florida","Steven B. Grant Campaign for Mayor of Boynton Beach, Florida",≤100,1
FloridaPolitics,Florida Politics.,≤100,2
Roscoe Village Chamber of Commerce,These ads ran without a disclaimer,≤100,1
Stewarts Original Hot Dogs,These ads ran without a disclaimer,≤100,1
Auburn Seminary,Auburn Seminary,≤100,1
Drinking Liberally Lexington,J. Adams - Liberal Progressive American Citizen,≤100,1
College Republicans of UW-Madison,College Republicans of the University of Wisconsin-Madison,≤100,2
Not In Our City 5K,The Not In Our City 5K raises money and voluntarism to fight human trafficking,≤100,3
City of Stevens Point Government,City of Stevens Point Government,≤100,1
American Homeless Families Foundation,These ads ran without a disclaimer,≤100,1
The Woolley Market,These ads ran without a disclaimer,≤100,1
Humane Society International,These ads ran without a disclaimer,≤100,2
Elect a Woman President in 2020,Broken Glass 2020: Elect a Woman President,≤100,6
Hope Endowment,These ads ran without a disclaimer,≤100,1
MAGA Poker,The Great American Playing Card Co.,≤100,1
Florida Voices for Health,These ads ran without a disclaimer,≤100,1
Valley Dog Rescue Network,Nancy Mooney,≤100,1
Colorado Fourteeners Initiative,These ads ran without a disclaimer,≤100,1
"U.S. Bagging, LLC",These ads ran without a disclaimer,≤100,1
Sacred Discourse,These ads ran without a disclaimer,≤100,1
Lone Star Policy Institute,Lone Star Policy Institute,≤100,3
Stossel in the Classroom,These ads ran without a disclaimer,≤100,1
Brentwood Art Center,These ads ran without a disclaimer,≤100,1
Rick Davis & Associates,Rick Davis,≤100,1
MadamTech.com,These ads ran without a disclaimer,≤100,3
Medicare Portal,Medicare Portal,≤100,3
La Verne Proud,La Verne Proud,≤100,1
Let Me Be The First,"Let Me Be The First. Any remarks made in this article, are the sole opionions of the author.",≤100,1
Wyoming Outdoor Council,Wyoming Outdoor Council,≤100,1
What Happened to the Constitution?,Tom Regnier,≤100,1
Century City - Westwood News,Mirror Media Group,≤100,1
Kiara Ashanti's Author Page,Kiara Ashanti Journalist,≤100,1
Westside L.A. Today,Mirror Media Group,≤100,1
Black Love Is Our Power,Antonio Gaffney,≤100,1
Libertarian Coalition,The Libertarian Coalition,≤100,1
Terra Genesis International,Terra Genesis International,≤100,1
Galvanize America,Galvanize America,≤100,3
Coral Reef Alliance,the Coral Reef Alliance,≤100,13
Don't Be Like Trump,David Olson,≤100,5
Coastside Buzz,Coastside Buzz,≤100,3
Santa Monica Mirror,Mirror Media Group,≤100,1
Mokos,Mokos Co.,≤100,3
