Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
K9s United,Debbie Johnson,≤100,2
14th District GOP of Georgia,14th Congressional District Republican Party of Georgia - not authorized by any candidate or candidate's committee,≤100,1
No Meadowlands Power Plant,Joseph Basralian,≤100,1
State Representative Tony Tinderholt,Tony Tinderholt for Texas,≤100,3
Carnegie Institution for Science,Carnegie Institution for Science,≤100,4
Ag’s Granddaughter,These ads ran without a disclaimer,≤100,1
Bank Street College of Education,Bank Street Graduate School of Education,≤100,1
ACLU of Louisiana,ACLU of Louisiana,≤100,2
Phil Glynn for Mayor,"Phil Glynn for Mayor, Jon Otto, Treasurer.",≤100,1
"Brief Philosophy, an oxymoron",These ads ran without a disclaimer,≤100,2
Maple Heights African American Gazette,Maple Heights African American Gazette,≤100,19
Friends of Congregation B'nai Abraham,These ads ran without a disclaimer,≤100,1
DeWitt County Wind Power,Alta Farms Wind Project,≤100,1
Grand Strand Action Together,by Grand Strand Action Together,≤100,2
Financial Harmony Tax Resolution,"Ralph Nelson, owner, Financial Harmony Tax Resolution",≤100,1
California Coast Credit Union,These ads ran without a disclaimer,≤100,2
Miami-Dade Democrats,Miami-Dade Democrats,≤100,4
Artesia City Councilman Rene Trevino,Councilman Rene Trevino and not at taxpayer expense,≤100,1
The Art of Dispute,The "Art of Dispute",≤100,5
California Rice Commission,California Rice Commission,≤100,2
Wyoming Republican Party,Wyoming Republican Party,≤100,1
Rainforest affiliate,These ads ran without a disclaimer,≤100,1
Save New Jersey Black Bears Stop The Hunt,John Bell (same as above),≤100,1
Liberate Laguna PAC,Liberate Laguna,≤100,1
Village Creek Boat Ramp,Friends of Village Creek Boat Ramp,≤100,1
Scott Hawkins- Jeffersonville City Council,Scott A Hawkins,≤100,1
Global Next: Research and Leadership Institute,"Philip Johnson, Ph.D. of Global Next, LLC",≤100,1
Kimberly-Carr Home Designs,Kimberly-Carr Home Designs,≤100,1
Athlete Ally,Athlete Ally,≤100,1
Kenner Business Association,These ads ran without a disclaimer,≤100,1
City of Pompano Beach,Pompano Beach Parks & Rec,≤100,2
Painters District Council 1M,Painters District Council 1M,≤100,1
Robin Kniech for Denver Council At-Large,Kniech for Council At-Large,≤100,1
Advocate My Meds,Advocate My Meds,≤100,1
"DOVE, Inc.","DOVE, Inc.",≤100,1
PA State Rep. Aaron Bernstine,Pennsylvania House Republican Caucus,≤100,1
Michigan Laborers District Council,"Michigan Laborers District Council - 1118 Centennial Way, Ste 100 Lansing, MI 48917",≤100,1
Sally Lieber for State Senate,"Sally Lieber for State Senate, FPPC# 1406093",≤100,2
"Ms. Gareth N. Fenley, LMSW, CPRP","Gareth Fenley, independent community organizer, PO Box 274, Good Hope, GA 30641.",≤100,1
Disability Rights Tennessee,Disability Rights Tennessee,≤100,2
Family Promise of Montgomery,These ads ran without a disclaimer,≤100,1
Old Gadfly,Old Gadfly,≤100,1
Pennsylvania Spotlight,Pennsylvania Spotlight,≤100,6
Veena Lothe,Veena Lothe for Virginia,≤100,2
Liberal Progressive Democrats,Tiffany Willis,≤100,1
Tony Pigford for Denver City Council At-Large,Tony Pigford for Denver,≤100,2
Ecuatorianos con Lasso Usa-Canada.,Vicente Carpio Moure,≤100,1
The Molina Law Group PLLC,The Molina Law Group,≤100,1
Avocadi,Avocadi Apparel,≤100,1
Fail State,Fail State Documentary,≤100,1
Laura Sibilia for VT,Laura Sibilia for VT,≤100,1
The Louisiana Record,These ads ran without a disclaimer,≤100,1
The Washington Blade,Washington Blade,≤100,4
Angel Armor,These ads ran without a disclaimer,≤100,1
"Kevin Zabel, Oakdale City Councilmember",Kevin Zabel for Oakdale,≤100,1
Franciscan Missions,Franciscan Missions,≤100,6
"Rolando Alvarez for Barrow County Commissioner, District 3",Rolando Alvarez,≤100,1
Marco Island Real Estate LLC,These ads ran without a disclaimer,≤100,2
Cards Against Republicans,Cards Against Republicans,≤100,2
Umadaop Lucas County,UMADAOP Lucas County,≤100,1
"Kahana & Feld, LLP",Kahana & Feld,≤100,1
Willes Lee NRA Board of Directors,Willes Lee,≤100,3
Power In Cooperation,These ads ran without a disclaimer,≤100,10
"Columbia Pain Management | Hood River, OR | Neck & Back Pain Specialist",These ads ran without a disclaimer,≤100,2
Founding Fathers Daily,Founding Fathers Daily,≤100,4
Seattle CityClub,Seattle CityClub,≤100,2
Suzanne F. Bronson Charitable Foundation,These ads ran without a disclaimer,≤100,1
One Pennsylvania,One Pennsylvania,≤100,1
Alderman Gilbert Villegas,Friends of Gilbert Villegas,≤100,2
E-Z Immigration,Office,≤100,3
Delco Feminist,Delco Feminist,≤100,1
VatNik: The Voodoo Politics Doll Magnet,Vatnik: The Voodoo Politics Doll Magnet,≤100,4
Advocates for Equal Justice,Sandra O'Hara Harmon,≤100,4
TheWildandCO,wild + co,≤100,2
Scott Snapp NMLS #408700,Scott Snapp NMLS #408700,≤100,1
EverythingTactical,Juan Cienfuegos,≤100,1
Mac and Cheese Media,"Mac and Cheese Media, LLC.",≤100,3
KidBright USA,"KidBright USA, Inc.",≤100,3
3sidesoftruth.com,These ads ran without a disclaimer,≤100,1
The Exchange NLA,"The Ross Lynn Charitable Foundation, Inc.",≤100,1
LiquidAgents Healthcare,LiquidAgents Healthcare,≤100,1
Waitt Foundation,the Waitt Foundation.,≤100,1
Flagstaff Education Association - FEA,Flagstaff Education Association,≤100,1
FundKite,FundKite,≤100,1
Fair Districts PA - Lehigh & Northampton Counties,Fair Districts PA,≤100,1
Garrett Hade,Garrett Hade,≤100,4
Family Promise North Shore Boston,Family Promise North Shore Boston,≤100,2
Concentrate,Concentrate Media,≤100,2
Coventry CT Republican Town Committee,"Coventry RTC, Robert Chipkin Treasurer",≤100,1
Practically Political,Practically Republican,≤100,1
North County Republican Club,North County Republican Club of Anne Arundel County,≤100,2
Foothill Conservancy,Foothill Conservancy,≤100,1
Walmart Hurricane - N 3400 W,These ads ran without a disclaimer,≤100,1
Berkeley-Charleston-Dorchester Council of Governments,Berkeley-Charleston-Dorchester Council of Governments,≤100,1
Andrew Shaffer,NY Times Bestselling Author Andrew Shaffer,≤100,2
Oak Forest Area Democrats,"Wes Hart, OFAD President",≤100,1
Luxuryal,These ads ran without a disclaimer,≤100,2
Restore Justice Illinois,Tom Cates,≤100,1
Kansas for Beto,Kansas for Beto,≤100,1
Soulstice,Soulstice,≤100,2
Consortium of Florida Education Foundations,Consortium of Florida Education Foundations,≤100,6
"Bernard Anthony Jocuns & Associates, PLLC",Bernard Jocuns,≤100,1
Kentuckians For The Commonwealth,Kentuckians For The Commonwealth,≤100,1
UNRWA USA,UNRWA USA National Committee,≤100,3
"Family Health & Wellness Center, P.C.","Family Health & Wellness Center, P.C.",≤100,1
Keeping Ashland Women Safe,Keeping Ashland Women Safe,≤100,2
Hope for Ghana,Chris Sammarone,≤100,2
Bridgeport Generation Now,Bridgeport Generation Now,≤100,2
Indiana Environmental Reporter,Indiana University Media School,≤100,3
Washington Policy Center,Washington Policy Center,≤100,1
Bob for MPS,BobForMPS,≤100,1
Diáspora en Resistencia,Diáspora en Resistencia,≤100,2
DentiMax,"DentiMax, Inc.",≤100,1
The Progressive Investor,The Progressive Investor,≤100,1
Laboratory to Combat Human Trafficking,Laboratory to Combat Human Trafficking,≤100,2
San Jose Water,These ads ran without a disclaimer,≤100,5
Friends & Neighbors,FRIENDS  & NEIGHBORS OF MARTIN COUNTY,≤100,2
Judy Bowman for Mayor,"Citizens for Judy Bowman, Bob Surber, Treasurer",≤100,3
"Althauser Rayan Abbarno, LLP","Althauser Rayan Abbarno, LLP",≤100,1
Mark Wright,Mark Wright,≤100,2
Agua Munda,Agua Munda,≤100,1
bullsugar.org,Bullsugar,≤100,2
Assemblies of God Credit Union,These ads ran without a disclaimer,≤100,1
ACLU MD Education,American Civil Liberties Union of Maryland,≤100,1
United Utah Party,United Utah Party,≤100,1
Clintonville Area Progressives,Robert Shelly,≤100,2
Fem Dems of Sacramento,The Feminist Democrats of Sacramento County FPPC ID: 1338362,≤100,1
Arizona Nature Conservancy,Arizona Nature Conservancy,≤100,5
VIA,Point of View Communications,≤100,1
The Outdoorsman,These ads ran without a disclaimer,≤100,1
Children's Institute,Children's Institute,≤100,2
Jeff Johnson,Jeff Johnson,≤100,1
Long Island Wins,The New York Immigration Coalition,≤100,5
Local Alliance for Urban and Rural Advancement LAURA PAC,Local Alliance for Urban & Rural Advancement,≤100,1
The Herbs and Bees,These ads ran without a disclaimer,≤100,1
New River Inn and Cabins,New River Inn and Cabins,≤100,1
DC Statesman,DC Statesman,≤100,10
YWCA Central Massachusetts,YWCA Central Massachusetts,≤100,1
The Liberty Block,The Liberty Block,≤100,4
Insurance Advisors Agency,Insurance Advisors Agency,≤100,1
Heartland Center for Jobs and Freedom,Heartland Center for Jobs and Freedom,≤100,1
Christian Family Coalition FL,Christian Family Coalition Florida,≤100,3
Children of Conservation,Children of Conservation,≤100,2
Anthony Ortiz For Elgin City Council,The Residents of the Elgin,≤100,1
Pentair Aquatic Eco-Systems,Pentair Aquatic Eco-Systems,≤100,1
C&R Marketing,C&R Marketing,≤100,1
Public Library of Mount Vernon and Knox County,Public Library of Mount Vernon & Knox County,≤100,1
Nothing But Nets,Nothing But Nets,≤100,2
Greater Kansas City Women's Political Caucus,the Greater Kansas City Women's Political Caucus,≤100,1
Howard Slugh,Howard Slugh,≤100,1
Houston Stonewall Young Democrats,Houston Stonewall Young Democrats,≤100,1
Best Gym in San Diego,These ads ran without a disclaimer,≤100,2
Kim and Park Law llc,"Kim and Park Law, LLC",≤100,2
Trump Rules,Trump Rules,≤100,1
ReThink Energy Florida,ReThink Energy Florida,≤100,1
Center for a Sustainable Coast,Center for a Sustainable Coast,≤100,1
Nueces County Young Republicans,Nueces County Young Republicans,≤100,1
The Grafton News,The Grafton News,≤100,1
FLAP TV,FLAPTV,≤100,1
Spirit of America Worldwide,Spirit of America,≤100,1
Xtinctio,Xtinctio,≤100,3
The Wetherall Company Public Service Advertising,The Wetherall Company,≤100,1
Jessica Catron,"Catron for Missouri, Rick Catron, Treasurer",≤100,4
BannerSeason,BannerSeason,≤100,1
1776 United,These ads ran without a disclaimer,≤100,1
Wyoming Outdoor Council,Wyoming Outdoor Council,≤100,1
Global Girls Leading Our World,These ads ran without a disclaimer,≤100,2
BUILD Initiative,The BUILD Initiative,≤100,2
Pedro Juarez,These ads ran without a disclaimer,≤100,1
Andy Ross,These ads ran without a disclaimer,≤100,2
Ellington Wesleyan Church,These ads ran without a disclaimer,≤100,1
Inauguration of Governor-Elect Michelle Lujan Grisham,Lujan Grisham Inaugural Committee,≤100,1
Weston Backcountry,Weston Snowboards,≤100,2
TheBenson.Biz,Jim Flynn,≤100,2
"Councilor Jacob Brier, Barrington",Friends of Jacob Brier,≤100,1
Scott Prescher - Watauga City Council Place 1,Scott Prescher,≤100,1
AARP Maryland,AARP Maryland,≤100,2
SECoast,"SECoast, Inc. A nonpartisan 501(c)(3) nonprofit devoted to issues of preservation, development and the environment in southern New England",≤100,2
DRAIN the SWAMP Card Game,FAST Entertainment LLC,≤100,1
Debate of the Day,Debate of the Day,≤100,1
Diné Equality,Equality Navajo,≤100,2
Legal Aid at Work,Legal Aid at Work,≤100,2
Hispolitica,Diverse New Media,≤100,2
"Tiffanie Fisher, Councilwoman - Hoboken 2nd Ward","Tiffanie Fisher, Councilwoman - Hoboken 2nd Ward",≤100,1
Save Colorado's Prairie Dogs,Save Colorado's Prairie Dogs,≤100,1
Shiloh Israel Children's Fund,Shiloh Israel Children's Fund,≤100,1
Women's March Florida- Broward Chapter,Women's March Broward,≤100,1
Kurdistan Women's Global Alliance,Kurdistan Women's Global Alliance,≤100,1
Scientology Network,Church of Scientology International,≤100,4
Dr. Michael Kearney,Dr Michael Kearney,≤100,2
From Prison Cells to PhD,From Prison Cells to PhD,≤100,1
Vote Beto 2020,beto2020 Online Store,≤100,6
Christian Coffee Mugs and Other Amazing Gifts,"RCW Marketing, LLC",≤100,1
Heading Home NM,Heading Home NM,≤100,1
Mockingbird Books,Owners of Mockingbird Books,≤100,1
Tandem Properties,Tandem Properties,≤100,2
Reto Accessories,retoworld,≤100,4
Bossier Webster Parish District Attorney,Schuyler Marvin for DA,≤100,2
Leirion for Lincoln,Leirion for Lincoln,≤100,1
Glasgow & Olsson,These ads ran without a disclaimer,≤100,1
Minnesota Outdoor Heritage Alliance (MOHA),Minnesota Outdoor Heritage Alliance (MOHA),≤100,1
Northwest Haiti Christian Mission,These ads ran without a disclaimer,≤100,1
Hunter Breckenridge,Hunter Breckenridge,≤100,1
Edward B. Goehring,Edward B. Goehring,≤100,3
Making Every Vote Count,Making Every Vote Count,≤100,4
BigBridge,Big Bridge,≤100,4
Medico Professional Linen Service,Medico Professional Linen Service,≤100,4
Keena Maher at Waterstone Mortgage NMLS #244309,Keena Maher at Waterstone Mortgage NMLS #244309,≤100,1
Montgomery County Republican Committee,Montgomery County Republican Committee,≤100,1
"Lacroix Ramos, Attorneys at Law, LLP","Lacroix Ramos, Attorneys at Law, LLP",≤100,1
Citizens Improving Affordable Housing,Citizens Improving Affordable Housing,≤100,2
Oregon Health Authority,the Oregon Health Authority,≤100,1
Dave Schatz,"Citizens For Schatz, Donald Koppelmann Treasurer.",≤100,1
Christian Associates of Southwest Pennsylvania,Christian Associates of Southwest Pennsylvania,≤100,1
Bryan About Town,Bryan Starrette,≤100,1
Something to Think About,Something To Think About,≤100,1
Department of Homeland Security,These ads ran without a disclaimer,≤100,2
The Young Jurks,The Young Jurks,≤100,2
Chicago Community Bond Fund,Chicago Community Bond Fund,≤100,2
Jessica Haire for County Council District 7,"Authority: Friends of Jessica Haire, Kelly Rosenthal, Treasurer",≤100,1
Liberty Justice Center,Liberty Justice Center,≤100,1
Gerald R. Ford School of Public Policy,the University of Michigan - Gerald R. Ford School of Public Policy,≤100,3
Back to School Clothing Drive,These ads ran without a disclaimer,≤100,2
Niskanen Center,The Niskanen Center,≤100,3
Kress for Sheriff,Wayne Kress,≤100,1
Curds,Curds,≤100,2
DFL Environmental Caucus,The DFL Environmental Caucus and all work done by volunteers,≤100,1
American Solidarity Party of Travis County,American Solidarity Party,≤100,2
Andrew Hoyler for School Board,Andrew Hoyler for School Board,≤100,1
Simple Health,These ads ran without a disclaimer,≤100,1
Danville Citizens for Responsible Growth,Danville Citizens for Responsible Growth,≤100,1
Daviess County Democratic Party,the Daviess County Democratic Party,≤100,1
ARE Consulting,This article is approved by ARE Consulting,≤100,1
Tampa Bay Young Republicans,TBYR,≤100,2
"Councilwoman Dr. Julia Botel, Riviera Beach District 4","Councilwoman Dr. Julia Botel, Riviera Beach District 4",≤100,1
Electgb,Citizens for Gautam Bhatia - for IPSD 204 School Board,≤100,1
Electrical Safety Foundation International (ESFI),the Electrical Safety Foundation International,≤100,2
MagascottStow,These ads ran without a disclaimer,≤100,1
Parliament 2050,Parliament 2050,≤100,2
Liberty Verses Politics,Liberty Verses Politics,≤100,1
Tompkins County Workers' Center,the Tompkins County Workers' Center,≤100,1
Christians Tired of Being Misrepresented,The Christian Left,≤100,1
Area Salvage and Recycling,These ads ran without a disclaimer,≤100,2
Drew McKissick,Drew McKissick,≤100,6
Fire Pacific Gas & Electric,Global Purpose Group,≤100,1
Big Easy Magazine,Big Easy Magazine,≤100,2
Indie Grits Labs,Indie Grits Labs,≤100,1
The Bryan Show,Bryan Howard,≤100,2
"Christian Price, The Statesman","Christian Price, the Statesman",≤100,1
the Studio for Southern California History,"the Studio for Southern California History, dedicated to critically chronicling the region in order to foster sense of place.",≤100,3
Texas Association of Nurse Anesthetists - TXANA,Texas Association of Nurse Anesthetists,≤100,1
Republicans at UCSD,Dylan Martin,≤100,4
Ferndale Schools,These ads ran without a disclaimer,≤100,1
"Seattle Chapter, National Organization for Women",Seattle NOW,≤100,1
City of Broken Arrow - Municipality,City of Broken Arrow,≤100,1
Georgia First Amendment Foundation,Georgia First Amendment Foundation,≤100,1
